calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
0,0.01,0.0009,15,-0.025561805228311404,0.005365046034855038,-0.02,0.0
1,0.01,0.0009,15,-0.015010296530142018,0.01835604865793346,-0.02,0.019
2,0.01,0.0009,15,-0.00025946904700879347,-0.019304762571599382,0.0,-0.019
3,0.01,0.0009,15,-0.04700721242760442,-0.003936068584169807,-0.05,0.001
0,0.001,0.017,15,-0.020532198966524313,-0.0003142503438971732,-0.02,0.0
1,0.001,0.017,15,-0.019853460021967993,0.0189204255378144,-0.02,0.019
2,0.001,0.017,15,-0.0002588795987716288,-0.01922703932643704,0.0,-0.019
3,0.001,0.017,15,-0.05135579943571746,-0.003962366742429168,-0.05,0.001
0,0.001,0.017,15,-0.020609078192704744,-0.0001617881241656971,-0.02,0.0
1,0.001,0.017,15,-0.019813514245052715,0.018700893619468632,-0.02,0.019
2,0.001,0.017,15,-0.0002662123684965123,-0.019293602743726455,0.0,-0.019
3,0.001,0.017,15,-0.05130162736596161,-0.003615940224797431,-0.05,0.001
0,0.001,0.017,15,-0.02049897189305135,-2.7139725572825592e-05,-0.02,0.0
1,0.001,0.017,15,-0.019803650037843477,0.018483389959536925,-0.02,0.019
2,0.001,0.017,15,-0.00011301136709484226,-0.019333658533703824,0.0,-0.019
3,0.001,0.017,15,-0.05115145739658156,-0.0010962902275082284,-0.05,0.001
0,0.001,0.017,15,-0.02059564375333743,-1.4681191940879413e-05,-0.02,0.0
1,0.001,0.017,15,-0.020096517508339073,0.018684257858718644,-0.02,0.019
2,0.001,0.017,15,-0.00015967937682894286,-0.01962978543691268,0.0,-0.019
3,0.001,0.017,15,-0.05034790424845846,0.0010098151814362762,-0.05,0.001
0,0.001,0.017,15,-0.02058583655867884,8.137491154865413e-05,-0.02,0.0
1,0.001,0.017,15,-0.02000419178073774,0.018874850728499287,-0.02,0.019
2,0.001,0.017,15,-3.592589708244513e-05,-0.019589118293828322,0.0,-0.019
3,0.001,0.017,15,-0.05019583785828625,0.002831044265550353,-0.05,0.001
0,0.001,0.017,15,-0.020572371613378267,0.00026310906172365156,-0.02,0.0
1,0.001,0.017,15,-0.019918861979384802,0.019030934819476913,-0.02,0.019
2,0.001,0.017,15,-5.1403140265005105e-05,-0.020011184082346995,0.0,-0.019
3,0.001,0.017,15,-0.049430424817054744,0.0016281561058446104,-0.05,0.001
0,0.001,0.017,15,-0.020421682836835934,0.00018976802035499052,-0.02,0.0
1,0.001,0.017,15,-0.02006778027270917,0.0192505016741594,-0.02,0.019
2,0.001,0.017,15,4.574579514678155e-05,-0.019970584828072145,0.0,-0.019
3,0.001,0.017,15,-0.05005280341694078,0.00019525555597906593,-0.05,0.001
0,0.001,0.017,15,-0.020662805018410405,0.0005796607844485464,-0.02,0.0
1,0.001,0.017,15,-0.02004683567426321,0.01930327027107058,-0.02,0.019
2,0.001,0.017,15,7.814464677078946e-05,-0.01984186848444098,0.0,-0.019
3,0.001,0.017,15,-0.04921233833351845,-0.00026433547598091623,-0.05,0.001
0,0.001,0.017,15,-0.02059416929950573,0.0005860114490429404,-0.02,0.0
1,0.001,0.017,15,-0.0200561868725861,0.019192842390283325,-0.02,0.019
2,0.001,0.017,15,-2.548908174367185e-05,-0.0194503725125037,0.0,-0.019
3,0.001,0.017,15,-0.04878960195445856,-0.00634432574203711,-0.05,0.001
0,0.001,0.017,15,-0.020288894378317053,0.0005822098958515709,-0.02,0.0
1,0.001,0.017,15,-0.020123893544266195,0.01934430930433796,-0.02,0.019
2,0.001,0.017,15,0.0001047838425633915,-0.019559817937650086,0.0,-0.019
3,0.001,0.017,15,-0.04830490931461313,-0.006248752435633316,-0.05,0.001
0,0.001,0.009,15,-0.020467261491411128,-0.0005022044597913833,-0.02,0.0
1,0.001,0.009,15,-0.020359601394811813,0.018329180210383048,-0.02,0.019
2,0.001,0.009,15,1.656834075854824e-05,-0.019854930308897394,0.0,-0.019
3,0.001,0.009,15,-0.04763089818966968,0.0006071971666609755,-0.05,0.001
0,0.001,0.009,15,-0.020435313270541735,-0.00022636340348421212,-0.02,0.0
1,0.001,0.009,15,-0.02062332426109058,0.018309596404476873,-0.02,0.019
2,0.001,0.009,15,5.8124667001530574e-05,-0.019752764894696975,0.0,-0.019
3,0.001,0.009,15,-0.047505670630032394,4.0046294353141026e-05,-0.05,0.001
0,0.001,0.009,15,-0.020133607538574644,1.0572960475874337e-05,-0.02,0.0
1,0.001,0.009,15,-0.0207583958850754,0.018455805930004787,-0.02,0.019
2,0.001,0.009,15,0.00031332968263294344,-0.020433637859594504,0.0,-0.019
3,0.001,0.009,15,-0.04783693392647451,0.00040360417893401236,-0.05,0.001
0,0.001,0.009,15,-0.020186561750045608,4.983515229756292e-05,-0.02,0.0
1,0.001,0.009,15,-0.020795197848521203,0.0184197761829661,-0.02,0.019
2,0.001,0.009,15,0.00030593553176697444,-0.02016771342010004,0.0,-0.019
3,0.001,0.009,15,-0.04742383759264079,-0.0011331478843728043,-0.05,0.001
0,0.001,0.009,15,-0.020159644246116257,9.446393220669002e-05,-0.02,0.0
1,0.001,0.009,15,-0.02083748247302533,0.01839151653793792,-0.02,0.019
2,0.001,0.009,15,0.00031222600516959867,-0.020162368369686164,0.0,-0.019
3,0.001,0.009,15,-0.04848173616992265,-0.001639642983579511,-0.05,0.001
0,0.001,0.009,15,-0.019958872748194953,0.0005728510343907814,-0.02,0.0
1,0.001,0.009,15,-0.02089353401636649,0.0185143595780422,-0.02,0.019
2,0.001,0.009,15,5.573581813082842e-05,-0.020272006403212188,0.0,-0.019
