calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_low,movement_high,n_outer,n_inner,n_limbs
18,0.001,0.0009,10,-4.162351490106823e-06,1.3175084080965631e-06,-0.01,0.01,1.3629257621684034e-07,-1.8224032787555874e-08,-1.8224032787555874e-08,4.333260243658035e-07,-1.5707963267948966,1.5707963267948966,2,10,20
0,0.001,0.0009,10,1.675327676456852e-06,1.3823338365239854e-06,-0.01,0.01,4.24722375201693e-07,-4.329786456768717e-07,-4.329786456768717e-07,7.196786923972323e-07,-1.5707963267948966,1.5707963267948966,2,5,20
1,0.001,0.0009,10,-4.110815954572678e-06,2.2321977679320323e-06,-0.01,0.01,1.8180842127288784e-07,2.120602566179215e-07,2.120602566179215e-07,8.095647786573934e-07,-1.5707963267948966,1.5707963267948966,2,5,20
2,0.001,0.0009,10,-1.974211779740467e-06,1.0228032971009373e-06,-0.01,0.01,1.7752964545002242e-07,-6.433326968825066e-08,-6.433326968825066e-08,3.023047714542505e-07,-1.5707963267948966,1.5707963267948966,2,5,20
3,0.001,0.0009,10,-2.009698678241343e-06,2.7916481893996255e-07,-0.01,0.01,1.5495609038540837e-07,-2.3842367951895802e-08,-2.3842367951895802e-08,3.194625566412451e-07,-1.5707963267948966,1.5707963267948966,2,5,20
4,0.001,0.0009,10,-2.6211609059977705e-06,4.653479997643121e-07,-0.01,0.01,1.3779054731582978e-07,5.3958487362113724e-08,5.3958487362113724e-08,4.934343920883513e-07,-1.5707963267948966,1.5707963267948966,2,5,20
5,0.001,0.0009,10,-4.372504128233571e-06,5.546462282847805e-07,-0.01,0.01,1.6150024379812327e-07,1.8562872764951907e-07,1.8562872764951907e-07,8.75098403557073e-07,-1.5707963267948966,1.5707963267948966,2,5,20
6,0.001,0.0009,10,-5.603169186471218e-06,3.4783022493280823e-06,-0.01,0.01,1.8627444535745914e-07,1.568503493961225e-07,1.568503493961225e-07,5.275981701694588e-07,-1.5707963267948966,1.5707963267948966,2,5,20
7,0.001,0.0009,10,-4.118167684161023e-06,-9.64707787824997e-07,-0.01,0.01,1.2870524580147777e-07,-9.821884501738472e-08,-9.821884501738472e-08,8.925328434649846e-07,-1.5707963267948966,1.5707963267948966,2,5,20
8,0.001,0.0009,10,-4.707261348431361e-06,1.4050133247729116e-06,-0.01,0.01,1.4548291508875988e-07,1.057743299954894e-07,1.057743299954894e-07,6.179335233862775e-07,-1.5707963267948966,1.5707963267948966,2,5,20
9,0.001,0.0009,10,-6.652211915920846e-06,6.552601620025514e-07,-0.01,0.01,2.0722008334810993e-07,4.3917521421666165e-07,4.3917521421666165e-07,2.057149860368255e-06,-1.5707963267948966,1.5707963267948966,2,5,20
10,0.001,0.0009,10,-4.258051428709652e-06,4.161802773145508e-06,-0.01,0.01,2.5148020694925233e-07,1.8859076436775332e-07,1.8859076436775332e-07,4.156097131005662e-07,-1.5707963267948966,1.5707963267948966,2,5,20
