calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_low,movement_high,n_outer,n_inner,n_limbs
2,0.001,0.0009,15,-0.019860197062012534,-0.018962292303292664,-0.02,-0.019,8.351869336879918e-08,5.732484463492466e-08,5.732484463492466e-08,6.202064278032931e-07,-1.5707963267948966,1.5707963267948966,2,20,12
3,0.001,0.0009,15,-0.01922490072969974,0.018361451625385092,-0.02,0.019,1.636731711746376e-07,-1.0000048049811489e-07,-1.0000048049811489e-07,2.238316394183516e-07,-1.5707963267948966,1.5707963267948966,2,20,12
4,0.001,0.0009,15,-0.020575254667276836,-0.02002928151081758,-0.02,-0.019,1.3429191733221668e-07,-3.8000491018491666e-08,-3.8000491018491666e-08,1.6345903050225926e-07,-1.5707963267948966,1.5707963267948966,2,20,12
5,0.001,0.0009,15,-0.020216136946483186,0.015187729476489383,-0.02,0.019,1.0108886183128605e-07,4.101303596211355e-08,4.101303596211355e-08,2.680612392941e-07,-1.5707963267948966,1.5707963267948966,2,20,12
6,0.001,0.0009,15,-0.011479895688730202,-0.031129139519439433,-0.02,-0.019,1.5155417246289098e-07,8.913024415839241e-08,8.913024415839241e-08,2.2346529138633294e-07,-1.5707963267948966,1.5707963267948966,2,20,12
7,0.001,0.0009,15,-0.026825264878312903,0.024195726817683852,-0.02,0.019,1.1349747461183557e-07,-6.438972152420376e-09,-6.438972152420376e-09,1.772716205250133e-07,-1.5707963267948966,1.5707963267948966,2,20,12
8,0.001,0.0009,15,-0.006635542278014243,-0.03834293439005629,-0.02,-0.019,1.0357104048686082e-07,1.3924689950673243e-08,1.3924689950673243e-08,2.2200387998901673e-07,-1.5707963267948966,1.5707963267948966,2,20,12
9,0.001,0.0009,15,-0.014621386310292243,0.02916238527951601,-0.02,0.019,1.0299914554518148e-07,-5.322785339154209e-08,-5.322785339154209e-08,3.0078111940203493e-07,-1.5707963267948966,1.5707963267948966,2,20,12
10,0.001,0.0009,15,-0.02081727537513147,-0.020679612805689664,-0.02,-0.019,9.180206050132369e-08,3.502533587931824e-08,3.502533587931824e-08,3.3495068008472637e-07,-1.5707963267948966,1.5707963267948966,2,20,12
0,0.001,0.0009,15,-0.02070475788071579,-0.019535540166355166,-0.02,-0.019,3.2256003498823166e-07,1.478544689772743e-07,1.478544689772743e-07,1.7338030599987382e-07,-1.5707963267948966,1.5707963267948966,2,10,12
1,0.001,0.0009,15,-0.019715921266722225,0.018982694765831674,-0.02,0.019,9.013480264769574e-08,7.579212263757906e-09,7.579212263757906e-09,2.95288657163488e-07,-1.5707963267948966,1.5707963267948966,2,10,12
2,0.001,0.0009,15,-0.013235818942716478,-0.016970878927872853,-0.02,-0.019,1.0159209288116928e-07,5.623495579355642e-08,5.623495579355642e-08,3.093041791951924e-07,-1.5707963267948966,1.5707963267948966,2,10,12
3,0.001,0.0009,15,-0.0023456296481489235,0.024291260433321485,-0.02,0.019,1.1569011440833686e-07,-6.892859992171613e-09,-6.892859992171613e-09,1.7121294394279147e-07,-1.5707963267948966,1.5707963267948966,2,10,12
4,0.001,0.0009,15,-0.008402398800886054,-0.005890663196531027,-0.02,-0.019,1.41312982229035e-07,-7.442357829311682e-08,-7.442357829311682e-08,2.1041497321734808e-07,-1.5707963267948966,1.5707963267948966,2,10,12
5,0.001,0.0009,15,-0.01518492014082706,0.0066230299073404076,-0.02,0.019,8.534366811951162e-08,2.5393374034204843e-08,2.5393374034204843e-08,3.9090141692893986e-07,-1.5707963267948966,1.5707963267948966,2,10,12
6,0.001,0.0009,15,-0.0018075650276584115,-0.002570853904592281,-0.02,-0.019,8.919633999175329e-08,-5.212800338512081e-09,-5.212800338512081e-09,3.0216971099535616e-07,-1.5707963267948966,1.5707963267948966,2,10,12
7,0.001,0.0009,15,-0.008254205215234746,-0.00010886899134723588,-0.02,0.019,9.731584201857609e-08,-7.654186017734457e-08,-7.654186017734457e-08,4.3973564502561144e-07,-1.5707963267948966,1.5707963267948966,2,10,12
8,0.001,0.0009,15,-0.00816926901596326,-0.0004661285920689295,-0.02,-0.019,9.799834793810916e-08,-1.5103382316276986e-08,-1.5103382316276986e-08,2.3827620541497003e-07,-1.5707963267948966,1.5707963267948966,2,10,12
9,0.001,0.0009,15,-0.0018756850419808368,0.00031876295863280204,-0.02,0.019,9.899699288759862e-08,-2.762034593037233e-08,-2.762034593037233e-08,2.548611349193046e-07,-1.5707963267948966,1.5707963267948966,2,10,12
10,0.001,0.0009,15,-0.001341994964834596,-0.000242052800829423,-0.02,-0.019,9.49541744134453e-08,4.7549609880599404e-08,4.7549609880599404e-08,3.3563577605274377e-07,-1.5707963267948966,1.5707963267948966,2,10,12
