calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_low,movement_high,n_outer,n_inner,n_limbs
0,0.001,0.0009,15,-0.020334248762233307,-0.017128963118042167,-0.02,-0.019,8.339368669525185e-08,-4.3580987685820876e-08,-4.3580987685820876e-08,5.284294231018613e-07,-1.5707963267948966,1.5707963267948966,2,30,7
1,0.001,0.0009,15,-0.019538471709593733,0.017653354684028958,-0.02,0.019,1.086082308192891e-07,-2.3280436130472353e-08,-2.3280436130472353e-08,2.0108838634422736e-07,-1.5707963267948966,1.5707963267948966,2,30,7
2,0.001,0.0009,15,-0.020621379470902115,-0.017764983494579924,-0.02,-0.019,1.1992137499050737e-07,4.5205249340239903e-08,4.5205249340239903e-08,2.010128902784281e-07,-1.5707963267948966,1.5707963267948966,2,30,7
3,0.001,0.0009,15,-0.017800069229458555,0.017734578131278662,-0.02,0.019,9.371243655646633e-08,1.8941562502267537e-08,1.8941562502267537e-08,2.7360878504873485e-07,-1.5707963267948966,1.5707963267948966,2,30,7
4,0.001,0.0009,15,-0.021321359155916878,-0.01737424581998573,-0.02,-0.019,1.0333342743175524e-07,1.1272140646224352e-08,1.1272140646224352e-08,2.0925632953260892e-07,-1.5707963267948966,1.5707963267948966,2,30,7
5,0.001,0.0009,15,-0.01824258691173444,0.01717245370480476,-0.02,0.019,9.834327144669749e-08,1.3861869201373621e-08,1.3861869201373621e-08,2.360636338350338e-07,-1.5707963267948966,1.5707963267948966,2,30,7
0,0.001,0.0009,15,-0.02123090286921667,-0.016935943053807113,-0.02,-0.019,8.632833597896613e-08,-4.5515031668115807e-08,-4.5515031668115807e-08,4.603536626465607e-07,-1.5707963267948966,1.5707963267948966,2,30,7
1,0.001,0.0009,15,-0.018024859772797754,0.017657287789085978,-0.02,0.019,1.1482207828097012e-07,-2.454175337509093e-08,-2.454175337509093e-08,1.8445898284255218e-07,-1.5707963267948966,1.5707963267948966,2,30,7
2,0.001,0.0009,15,-0.022024559544921166,-0.01786010382792976,-0.02,-0.019,1.1763614124845457e-07,4.9417429954323665e-08,4.9417429954323665e-08,2.1547198512721295e-07,-1.5707963267948966,1.5707963267948966,2,30,7
3,0.001,0.0009,15,-0.015461395613647221,0.018487286510463923,-0.02,0.019,9.13307694610977e-08,-5.078061570782746e-09,-5.078061570782746e-09,2.81002297412674e-07,-1.5707963267948966,1.5707963267948966,2,30,7
4,0.001,0.0009,15,-0.02255473325714292,-0.019380029334404976,-0.02,-0.019,1.0341068472557524e-07,1.0869178302286324e-08,1.0869178302286324e-08,2.0958819543085758e-07,-1.5707963267948966,1.5707963267948966,2,30,7
5,0.001,0.0009,15,-0.016332954148925723,0.02026406379621675,-0.02,0.019,9.400858947044215e-08,3.729618267422755e-09,3.729618267422755e-09,2.60184391121051e-07,-1.5707963267948966,1.5707963267948966,2,30,7
0,0.001,0.0009,15,-0.02012243495927104,-0.018958605312482207,-0.02,-0.019,1.1547365505275437e-07,1.422916835199103e-08,1.422916835199103e-08,1.7459561868160344e-07,-1.5707963267948966,1.5707963267948966,2,20,7
1,0.001,0.0009,15,-0.02029077445688451,0.018554849816431594,-0.02,0.019,1.094897647616532e-07,-2.6541629348677213e-08,-2.6541629348677213e-08,2.02492439959318e-07,-1.5707963267948966,1.5707963267948966,2,20,7
2,0.001,0.0009,15,-0.02047963886377185,-0.018684392779027153,-0.02,-0.019,1.4006354501367648e-07,7.581490053545617e-09,7.581490053545617e-09,1.3592662219937295e-07,-1.5707963267948966,1.5707963267948966,2,20,7
3,0.001,0.0009,15,-0.019691742030328325,0.018955111610276996,-0.02,0.019,1.1531993437286882e-07,-3.5691864663151324e-09,-3.5691864663151324e-09,1.709342614216586e-07,-1.5707963267948966,1.5707963267948966,2,20,7
4,0.001,0.0009,15,-0.01958632027790256,-0.01858911165060468,-0.02,-0.019,1.0252571654315693e-07,1.2429463797595609e-09,1.2429463797595609e-09,2.0958412590002678e-07,-1.5707963267948966,1.5707963267948966,2,20,7
5,0.001,0.0009,15,-0.01983324757188448,0.016873483985822002,-0.02,0.019,9.891897240697701e-08,-1.91372740399028e-08,-1.91372740399028e-08,2.3836187244668077e-07,-1.5707963267948966,1.5707963267948966,2,20,7
0,0.001,0.0009,15,-0.020058524600287186,-0.01876168321722199,-0.02,-0.019,1.0546067459975087e-07,1.546531195769416e-08,1.546531195769416e-08,2.046597216123893e-07,-1.5707963267948966,1.5707963267948966,2,20,7
1,0.001,0.0009,15,-0.020296551265857152,0.01826746105911938,-0.02,0.019,1.071293224523344e-07,-1.0711820112585572e-08,-1.0711820112585572e-08,1.9541394320150648e-07,-1.5707963267948966,1.5707963267948966,2,20,7
2,0.001,0.0009,15,-0.020534612140361848,-0.0188481022563565,-0.02,-0.019,1.3737038981567065e-07,2.529617736154624e-08,2.529617736154624e-08,1.4700303622669654e-07,-1.5707963267948966,1.5707963267948966,2,20,7
3,0.001,0.0009,15,-0.01975952168380201,0.0187244269669356,-0.02,0.019,1.0969231722541025e-07,-4.46732708782734e-09,-4.46732708782734e-09,1.85209952180354e-07,-1.5707963267948966,1.5707963267948966,2,20,7
4,0.001,0.0009,15,-0.01976370425976595,-0.01882928201198008,-0.02,-0.019,1.0502749399154133e-07,1.76018209759613e-08,1.76018209759613e-08,2.0821851145069572e-07,-1.5707963267948966,1.5707963267948966,2,20,7
