calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_name
3,0.001,0.0009,15,-0.04930612286437102,-0.00669707886950291,-0.05,0.01,7.402135785638681e-08,-1.0900526478411503e-08,-1.0900526478411503e-08,9.79611536303009e-07,-30 to 30 deg
0,0.001,0.0009,15,-0.019991996008733946,-0.0007979270980984887,-0.02,0.0,7.349058436444492e-08,5.310979916993314e-09,5.310979916993314e-09,1.0521815736968938e-06,-30 to 30 deg
1,0.001,0.0009,15,0.0004882804482744881,0.01856084472149825,0.0,0.019,9.814893011881646e-08,-2.337128580960771e-07,-2.337128580960771e-07,2.097970321195814e-06,-30 to 30 deg
2,0.001,0.0009,15,-0.01920025142698436,-0.017457295575065916,-0.02,-0.019,1.0302368189681715e-07,1.8562043192661693e-07,1.8562043192661693e-07,1.2180405712595397e-06,-30 to 30 deg
3,0.001,0.0009,15,-0.048851983925726435,0.002005173772998912,-0.05,0.01,8.244700152330445e-08,-1.2269943626291958e-07,-1.2269943626291958e-07,1.5051525129336286e-06,-30 to 30 deg
0,0.001,0.0009,15,-0.019939051693060837,-0.0010934743388244478,-0.02,0.0,7.301988942431406e-08,-8.615907018962724e-09,-8.615907018962724e-09,1.1693280533320797e-06,-30 to 30 deg
1,0.001,0.0009,15,0.00048513364771165005,0.018197142065869195,0.0,0.019,9.40583670400289e-08,-2.1368585902791873e-07,-2.1368585902791873e-07,2.0715161390129145e-06,-30 to 30 deg
2,0.001,0.0009,15,-0.01915729842221726,-0.017234081363239465,-0.02,-0.019,1.1129009690359303e-07,2.3287717681690743e-07,2.3287717681690743e-07,1.4606370766272716e-06,-30 to 30 deg
3,0.001,0.0009,15,-0.047697457587032144,0.0030383092305420194,-0.05,0.01,7.492235197092049e-08,-4.314710623772532e-08,-4.314710623772532e-08,1.1233961594957792e-06,-30 to 30 deg
0,0.001,0.0009,15,-0.01996354402807371,-0.000848975022935965,-0.02,0.0,7.482025911112768e-08,-4.423076249856316e-08,-4.423076249856316e-08,1.1531994480410148e-06,-30 to 30 deg
1,0.001,0.0009,15,0.0005359216474966399,0.018049070935300185,0.0,0.019,8.695415297768511e-08,-1.8103799175931226e-07,-1.8103799175931226e-07,2.147485731924116e-06,-30 to 30 deg
