calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y,cov_00,cov_01,cov_10,cov_11,movement_low,movement_high,n_outer,n_inner,n_limbs
0,0.001,0.0009,10,-5.119665859984639e-07,3.2254444055664466e-06,-0.01,0.01,3.577228265163551e-07,1.355907895419928e-07,1.355907895419928e-07,2.1782274028100862e-07,-1.5707963267948966,1.5707963267948966,2,20,20
1,0.001,0.0009,10,-2.1571238467068418e-06,2.070160540788964e-06,-0.01,0.01,2.262402479464185e-07,-4.4397416278582845e-07,-4.4397416278582845e-07,1.789786300305092e-06,-1.5707963267948966,1.5707963267948966,2,20,20
2,0.001,0.0009,10,6.4738828131136415e-06,-2.996732434197689e-07,-0.01,0.01,5.259478675541639e-07,-3.4340104540872733e-07,-3.4340104540872733e-07,4.0835852690274176e-07,-1.5707963267948966,1.5707963267948966,2,20,20
3,0.001,0.0009,10,-4.873105568930346e-06,-1.180577522650349e-06,-0.01,0.01,3.0844852551673937e-07,2.629043065943344e-07,2.629043065943344e-07,4.922063570705094e-07,-1.5707963267948966,1.5707963267948966,2,20,20
4,0.001,0.0009,10,-6.63915917288189e-07,5.523553390996133e-06,-0.01,0.01,8.938278271355722e-07,1.0096429330246593e-06,1.0096429330246593e-06,1.4071565690633978e-06,-1.5707963267948966,1.5707963267948966,2,20,20
5,0.001,0.0009,10,6.030590388035025e-06,-1.911775035454594e-06,-0.01,0.01,6.105859334362603e-07,-5.470675073423436e-07,-5.470675073423436e-07,7.150904234500442e-07,-1.5707963267948966,1.5707963267948966,2,20,20
6,0.001,0.0009,10,-5.985900296414495e-06,-7.89732715656571e-07,-0.01,0.01,2.9799837668266364e-06,4.617124862944697e-06,4.617124862944697e-06,7.517704560301258e-06,-1.5707963267948966,1.5707963267948966,2,20,20
7,0.001,0.0009,10,-3.076192086599966e-06,4.460390448520234e-06,-0.01,0.01,3.566420582423898e-06,7.85756959788414e-06,7.85756959788414e-06,1.7934881102469833e-05,-1.5707963267948966,1.5707963267948966,2,20,20
8,0.001,0.0009,10,-6.435722629290862e-07,-2.8602279895401673e-06,-0.01,0.01,8.261695888092388e-07,-3.0032298944076326e-06,-3.0032298944076326e-06,1.259139090708604e-05,-1.5707963267948966,1.5707963267948966,2,20,20
9,0.001,0.0009,10,-3.392398347517294e-06,5.1186834711452124e-06,-0.01,0.01,8.235231685655297e-07,1.3255362839600585e-06,1.3255362839600585e-06,2.557951677234268e-06,-1.5707963267948966,1.5707963267948966,2,20,20
10,0.001,0.0009,10,-2.4586274781032346e-07,-1.0686664014105014e-06,-0.01,0.01,1.518144358699737e-07,-1.9309088373081089e-07,-1.9309088373081089e-07,1.086069553869641e-06,-1.5707963267948966,1.5707963267948966,2,20,20
11,0.001,0.0009,10,-1.685565170897518e-06,7.0802271748762015e-06,-0.01,0.01,8.183557615400924e-07,1.2814834104247187e-06,1.2814834104247187e-06,2.415179542848085e-06,-1.5707963267948966,1.5707963267948966,2,20,20
12,0.001,0.0009,10,-2.09151224258285e-06,2.4652945811048047e-06,-0.01,0.01,3.7563844865955526e-07,-1.2076782527353101e-06,-1.2076782527353101e-06,5.492785748109519e-06,-1.5707963267948966,1.5707963267948966,2,20,20
13,0.001,0.0009,10,1.3360035382812254e-06,-6.458887193461124e-07,-0.01,0.01,2.1196940021241594e-07,-1.9676041814676972e-07,-1.9676041814676972e-07,5.573087365001514e-07,-1.5707963267948966,1.5707963267948966,2,20,20
14,0.001,0.0009,10,-7.716344804405135e-07,-4.113003464730731e-06,-0.01,0.01,1.3626258464015344e-07,-1.2567141546303076e-07,-1.2567141546303076e-07,8.986528458319984e-07,-1.5707963267948966,1.5707963267948966,2,20,20
15,0.001,0.0009,10,-4.949315708050468e-06,4.071211000359492e-06,-0.01,0.01,1.9074566288497047e-06,2.930188565421021e-06,2.930188565421021e-06,4.868600413769528e-06,-1.5707963267948966,1.5707963267948966,2,20,20
16,0.001,0.0009,10,-3.2501106433386478e-06,7.150559393657326e-08,-0.01,0.01,1.2538522058712153e-07,-1.8077552253471127e-07,-1.8077552253471127e-07,2.038226114809814e-06,-1.5707963267948966,1.5707963267948966,2,20,20
17,0.001,0.0009,10,1.5159915961873158e-06,1.5216134066078411e-06,-0.01,0.01,2.948693981384765e-07,-1.2418464351677978e-07,-1.2418464351677978e-07,2.4001569547832803e-07,-1.5707963267948966,1.5707963267948966,2,20,20
18,0.001,0.0009,10,-4.599054678922368e-06,3.778614432224061e-07,-0.01,0.01,1.1222200609139318e-07,2.2549261612455434e-08,2.2549261612455434e-08,1.3112776592421038e-06,-1.5707963267948966,1.5707963267948966,2,20,20
0,0.001,0.0009,10,-8.669039999678227e-07,2.4105592987171754e-06,-0.01,0.01,3.3881360764601356e-07,1.433215198899408e-07,1.433215198899408e-07,2.3609577303048548e-07,-1.5707963267948966,1.5707963267948966,2,20,20
1,0.001,0.0009,10,-2.167875299416696e-06,2.3493331207227363e-06,-0.01,0.01,1.6788814807920624e-07,-2.428539136296731e-07,-2.428539136296731e-07,1.176758094976561e-06,-1.5707963267948966,1.5707963267948966,2,20,20
2,0.001,0.0009,10,6.264284263288577e-06,-6.613114907949244e-07,-0.01,0.01,4.880839311922915e-07,-3.5208241867114835e-07,-3.5208241867114835e-07,4.5395198069852366e-07,-1.5707963267948966,1.5707963267948966,2,20,20
3,0.001,0.0009,10,-4.94107851342574e-06,-1.5838715400937194e-06,-0.01,0.01,2.6963721358619696e-07,2.3762575825691704e-07,2.3762575825691704e-07,5.066728122240044e-07,-1.5707963267948966,1.5707963267948966,2,20,20
4,0.001,0.0009,10,-1.4558379016805895e-06,4.733531025161719e-06,-0.01,0.01,6.706359294351965e-07,7.543623273912474e-07,7.543623273912474e-07,1.1259218083904136e-06,-1.5707963267948966,1.5707963267948966,2,20,20
5,0.001,0.0009,10,4.517506911668823e-06,-1.9724125804853984e-06,-0.01,0.01,3.1949544538943405e-07,-2.557304858663566e-07,-2.557304858663566e-07,4.556610471810632e-07,-1.5707963267948966,1.5707963267948966,2,20,20
6,0.001,0.0009,10,-6.209998166942253e-06,5.5495073065259715e-08,-0.01,0.01,3.3657914504920373e-06,5.050700699951443e-06,5.050700699951443e-06,7.92586697935274e-06,-1.5707963267948966,1.5707963267948966,2,20,20
7,0.001,0.0009,10,-3.5425058372776234e-06,4.527934568792012e-06,-0.01,0.01,2.946791046533227e-06,6.045262944381574e-06,6.045262944381574e-06,1.2959657651385451e-05,-1.5707963267948966,1.5707963267948966,2,20,20
8,0.001,0.0009,10,-1.5345592607105157e-06,-2.7675813049307227e-06,-0.01,0.01,3.304093480005963e-07,-1.0735102332522775e-06,-1.0735102332522775e-06,5.2189193656717166e-06,-1.5707963267948966,1.5707963267948966,2,20,20
9,0.001,0.0009,10,-3.7711141159273404e-06,5.1064128529644634e-06,-0.01,0.01,8.88999196682212e-07,1.3945830624755153e-06,1.3945830624755153e-06,2.5925141132397955e-06,-1.5707963267948966,1.5707963267948966,2,20,20
10,0.001,0.0009,10,-9.298991278732867e-07,3.0118257809627925e-07,-0.01,0.01,1.2779189233381467e-07,-7.657631705390565e-08,-7.657631705390565e-08,7.696180376178031e-07,-1.5707963267948966,1.5707963267948966,2,20,20
11,0.001,0.0009,10,-1.9854849417943795e-06,6.567980647494336e-06,-0.01,0.01,2.832341611857575e-07,3.497754204503201e-07,3.497754204503201e-07,8.42384198894606e-07,-1.5707963267948966,1.5707963267948966,2,20,20
12,0.001,0.0009,10,-2.6756006719967882e-06,1.6754984301692748e-06,-0.01,0.01,3.7134916432082107e-07,-1.2265215174678936e-06,-1.2265215174678936e-06,5.749877668509443e-06,-1.5707963267948966,1.5707963267948966,2,20,20
13,0.001,0.0009,10,6.567674673096539e-08,7.062530813794357e-08,-0.01,0.01,1.845743338737162e-07,-1.0075893304892161e-07,-1.0075893304892161e-07,3.5911448232852485e-07,-1.5707963267948966,1.5707963267948966,2,20,20
14,0.001,0.0009,10,-1.4395859035162024e-06,-2.5330600928051963e-06,-0.01,0.01,1.2755869030243698e-07,-2.8894078663305306e-08,-2.8894078663305306e-08,5.7099577043815e-07,-1.5707963267948966,1.5707963267948966,2,20,20
15,0.001,0.0009,10,-5.172720384670595e-06,3.4441543719350703e-06,-0.01,0.01,6.544483407286788e-07,1.0002694402557195e-06,1.0002694402557195e-06,1.938134690987301e-06,-1.5707963267948966,1.5707963267948966,2,20,20
16,0.001,0.0009,10,-3.364059384320483e-06,7.599661700603649e-07,-0.01,0.01,1.1543509562724161e-07,-3.487721557628678e-08,-3.487721557628678e-08,1.0562637301131912e-06,-1.5707963267948966,1.5707963267948966,2,20,20
17,0.001,0.0009,10,5.764233448560931e-07,2.0521119867317266e-06,-0.01,0.01,2.303605027973584e-07,-8.84615400204277e-08,-8.84615400204277e-08,2.490916591100958e-07,-1.5707963267948966,1.5707963267948966,2,20,20
18,0.001,0.0009,10,-4.932657696031628e-06,6.863888234664799e-07,-0.01,0.01,1.1334587745010083e-07,5.195012536054734e-08,5.195012536054734e-08,1.3919174993708562e-06,-1.5707963267948966,1.5707963267948966,2,20,20
0,0.001,0.0009,10,-2.8427067981583996e-06,-2.4975110127644484e-06,-0.01,0.01,0.0001333693650065477,0.00013862721779372807,0.00013862721779372807,0.0001443077717092686,-1.5707963267948966,1.5707963267948966,2,15,20
1,0.001,0.0009,10,-2.445073743554686e-06,4.237671754612618e-06,-0.01,0.01,0.000272011375193236,0.0014763502406538503,0.0014763502406538503,0.008016078519258094,-1.5707963267948966,1.5707963267948966,2,15,20
2,0.001,0.0009,10,2.284489249525881e-06,3.042196625139284e-07,-0.01,0.01,1.4805926038281904e-05,-2.8921669048968574e-05,-2.8921669048968574e-05,5.699632889492722e-05,-1.5707963267948966,1.5707963267948966,2,15,20
3,0.001,0.0009,10,1.8223512181708628e-06,-2.9926176981391095e-06,-0.01,0.01,4.5303791370376505e-06,-1.6455083670926105e-05,-1.6455083670926105e-05,6.126523730150683e-05,-1.5707963267948966,1.5707963267948966,2,15,20
4,0.001,0.0009,10,-3.6897563788044363e-06,-9.190112562613737e-07,-0.01,0.01,7.769617795451782e-05,0.00023058235783488096,0.00023058235783488096,0.0006853222625456957,-1.5707963267948966,1.5707963267948966,2,15,20
5,0.001,0.0009,10,-3.675213809957504e-06,-7.469788669522664e-07,-0.01,0.01,0.00018398154247165055,0.0004677521270101937,0.0004677521270101937,0.0011899774304308154,-1.5707963267948966,1.5707963267948966,2,15,20
6,0.001,0.0009,10,-2.5729582274074613e-06,2.8149343591612727e-06,-0.01,0.01,0.0007292734700585894,0.0007588301651350426,0.0007588301651350426,0.0007898009293504039,-1.5707963267948966,1.5707963267948966,2,15,20
7,0.001,0.0009,10,-1.909366710417055e-06,3.1729755788211956e-06,-0.01,0.01,1.261063786402802e-06,1.8735401076343689e-06,1.8735401076343689e-06,3.1449804365843796e-06,-1.5707963267948966,1.5707963267948966,2,15,20
8,0.001,0.0009,10,-3.58672238898998e-07,4.632971176655948e-06,-0.01,0.01,6.974844562800908e-07,2.4200978626217247e-06,2.4200978626217247e-06,9.97536857832593e-06,-1.5707963267948966,1.5707963267948966,2,15,20
9,0.001,0.0009,10,8.23261551288115e-07,-1.6093026815837443e-06,-0.01,0.01,7.00295360034896e-07,-2.7249382907215557e-06,-2.7249382907215557e-06,1.2554135800155042e-05,-1.5707963267948966,1.5707963267948966,2,15,20
10,0.001,0.0009,10,-2.979130519867106e-06,2.6624805254202324e-06,-0.01,0.01,1.3676294504139784e-06,7.5724538576097686e-06,7.5724538576097686e-06,4.5456145008231605e-05,-1.5707963267948966,1.5707963267948966,2,15,20
11,0.001,0.0009,10,3.67087372553067e-06,1.1612385628658737e-08,-0.01,0.01,3.316229202567074e-05,-3.296603940587618e-05,-3.296603940587618e-05,3.297786699252951e-05,-1.5707963267948966,1.5707963267948966,2,15,20
12,0.001,0.0009,10,-2.7843946882128075e-06,-2.838182284635261e-06,-0.01,0.01,1.6565643428777355e-05,-7.727715312042336e-05,-7.727715312042336e-05,0.0003628508220304391,-1.5707963267948966,1.5707963267948966,2,15,20
13,0.001,0.0009,10,-1.7723866363892646e-06,4.170764971384665e-06,-0.01,0.01,0.00026755297752115436,-7.149738773230824e-05,-7.149738773230824e-05,1.921750421247937e-05,-1.5707963267948966,1.5707963267948966,2,15,20
14,0.001,0.0009,10,-3.949939368363856e-07,3.894682974636144e-06,-0.01,0.01,0.0004031329887476771,0.00010014112791003315,0.00010014112791003315,2.4986261190084908e-05,-1.5707963267948966,1.5707963267948966,2,15,20
15,0.001,0.0009,10,-1.0502375960823927e-06,-9.8124769450815e-07,-0.01,0.01,6.269049678336303e-07,-5.312681924047078e-06,-5.312681924047078e-06,5.399736701024855e-05,-1.5707963267948966,1.5707963267948966,2,15,20
16,0.001,0.0009,10,-1.2635776894155454e-06,4.024778375364906e-06,-0.01,0.01,1.7053057133747717e-06,6.08862123695376e-06,6.08862123695376e-06,2.3247710224940497e-05,-1.5707963267948966,1.5707963267948966,2,15,20
17,0.001,0.0009,10,6.772050721651266e-07,-9.878727957225943e-07,-0.01,0.01,1.0583242501931216e-06,-2.3586731042524817e-06,-2.3586731042524817e-06,5.939263326294521e-06,-1.5707963267948966,1.5707963267948966,2,15,20
18,0.001,0.0009,10,-2.7251839745401723e-06,-1.385855633697731e-06,-0.01,0.01,3.071848620364002e-07,-1.2583039140986365e-06,-1.2583039140986365e-06,7.910877436333732e-06,-1.5707963267948966,1.5707963267948966,2,15,20
0,0.001,0.0009,10,-3.0794697409683745e-06,-1.8592285607567943e-06,-0.01,0.01,5.975937759406225e-05,6.377809874531718e-05,6.377809874531718e-05,6.828874446206996e-05,-1.5707963267948966,1.5707963267948966,2,15,20
1,0.001,0.0009,10,-2.292317143388438e-06,5.550900072554541e-06,-0.01,0.01,4.909724665634112e-05,0.00026710413102031845,0.00026710413102031845,0.0014562897647342331,-1.5707963267948966,1.5707963267948966,2,15,20
2,0.001,0.0009,10,2.294515190820462e-06,2.8846006077417423e-07,-0.01,0.01,2.7181619603951266e-06,-5.601515008622804e-06,-5.601515008622804e-06,1.2106887576539593e-05,-1.5707963267948966,1.5707963267948966,2,15,20
3,0.001,0.0009,10,1.0279673755721687e-06,-6.11584959534135e-06,-0.01,0.01,8.961618538796844e-07,-3.478746592308312e-06,-3.478746592308312e-06,1.5375987634638085e-05,-1.5707963267948966,1.5707963267948966,2,15,20
