sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.017,15,True,0,1,1.2398236471219553,4.032333206649488e-07,-0.01984780662881836,0.00016308705432141634,0.00012532189115945056
0.001,0.0017,0.017,15,False,0,3,1847.9732853057549,4.0000011007215255e-07,-0.15017565320574747,0.0003625725885765977,-0.04866104104559718
0.001,0.0017,0.017,15,False,0,6,1852.7701344256318,4.0000007280042393e-07,-0.15007747263107216,-0.000145031462259956,-0.04899624233424067
0.001,0.0017,0.017,15,True,1,2,1.241561571412084,4.042978045374899e-07,-0.00027028300560556605,-0.009879305782514836,-0.00020484767268171756
0.001,0.0017,0.017,15,False,3,0,346.69617836182846,4.000001012276143e-07,-0.15004716579519706,0.0003285742009456576,-0.004023943219268922
0.001,0.0017,0.017,15,True,3,4,1.4387897142732027,4.0321508777647595e-07,-0.02021535888431156,-3.11335705490756e-05,0.00025976158373390947
0.001,0.0017,0.017,15,False,3,6,366.63142669262277,4.000000721413441e-07,-0.1497685477844606,0.00013713244814007823,-0.004145545385304024
0.001,0.0017,0.017,15,True,4,5,0.907185730710538,4.0433353943109847e-07,0.0003384978165476981,-0.010107380499980046,-8.756005920083767e-05
0.001,0.0017,0.017,15,False,6,0,406.9725878556972,4.0000006934351963e-07,-0.15002179263555915,7.865831755068305e-05,0.015750632335777576
0.001,0.0017,0.017,15,False,6,3,402.45795476887105,4.00000085762005e-07,-0.15038267030692187,-7.883806505517665e-05,0.015964231458396188
0.001,0.0017,0.017,15,True,6,7,0.8964186768754661,4.032122236073708e-07,-0.020272939639574734,0.00017393306518914475,5.928977854839166e-05
0.001,0.0017,0.017,15,True,7,8,1.2067475247597477,4.0430181531897366e-07,-0.00018792179752665536,-0.009691606566314199,0.0002462768184687341
0.001,0.0017,0.009,15,True,0,1,1.2297481112780266,4.031823014027149e-07,-0.019618750794790713,0.0002953497964715595,-0.0002629894291439267
0.001,0.0017,0.009,15,False,0,3,4320.950913290473,4.000001857538597e-07,-0.14946956260860209,0.00037659802947943806,-0.014867848185321192
0.001,0.0017,0.009,15,False,0,6,4266.193840594017,4.000001497717644e-07,-0.14950189879479042,0.000340653766893732,-0.01469076364832341
0.001,0.0017,0.009,15,True,1,2,0.9242584212293086,4.0426531061902855e-07,0.0006089521108908671,-0.010094976797707768,0.000262262430390459
0.001,0.0017,0.009,15,False,3,0,2849.027357059183,4.0000017423674675e-07,-0.15038215762835588,-0.00045604105477402664,0.06811792719250653
0.001,0.0017,0.009,15,True,3,4,1.6794406621268647,4.0316193415057873e-07,-0.020037524899410384,-0.0006069536662042711,0.0006265856088512387
0.001,0.0017,0.009,15,False,3,6,2846.3858844017395,4.000000767514445e-07,-0.1503461682226512,-0.00013275003083977906,0.06894162817647298
0.001,0.0017,0.009,15,True,4,5,1.278329676313026,4.042211913043848e-07,-0.0001860217997854065,-0.010240578075236545,0.0005357158787471389
0.001,0.0017,0.009,15,False,6,0,1224.1808232486635,4.000002113944307e-07,-0.15009422072163867,-0.0008516891418380376,0.04268189822911885
0.001,0.0017,0.009,15,False,6,3,1238.3189022151932,4.000001308621177e-07,-0.1494426881946669,-0.00038967223276377807,0.043328514818391346
0.001,0.0017,0.009,15,True,6,7,1.0625480963954685,4.0317990794421454e-07,-0.019667309829486845,-0.0003503557366506226,-7.783393740423479e-05
0.001,0.0017,0.009,15,True,7,8,1.149408414555563,4.0424253770241066e-07,0.0002236260237474836,-0.009804453499602976,-0.00011773744433428219
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
0.001,0.0017,0.009,15,False,6,0,1697.294875159952,4.0000020903987365e-07,-0.1502099326016176,-0.0007720056273413569,0.05483374537922029
0.001,0.0017,0.009,15,False,6,3,1715.984174987255,4.000000804753056e-07,-0.1496753257595583,-0.00022835825101882558,0.05563840805152601
0.001,0.0017,0.009,15,True,6,7,0.9632710636101266,4.031672059896548e-07,-0.019928116716376218,-0.0003046491637117553,0.00017407438905303892
0.001,0.0017,0.009,15,True,7,8,1.0464798633840597,4.042372499958185e-07,0.00013816489787390093,-0.00967400815186246,-0.00017830649887499902
0.001,0.0017,0.009,15,True,0,1,1.2876252774708987,4.031839835070255e-07,-0.019584134026627315,-0.00010076599315724029,-0.0002732449251797113
0.001,0.0017,0.009,15,False,0,3,3733.0961629950543,4.0000013817092167e-07,-0.14953485210183712,2.269731836412271e-05,-0.033454487185013274
0.001,0.0017,0.009,15,False,0,6,3675.1539776143272,4.0000012735243476e-07,-0.14961430811510884,2.636999399665882e-05,-0.03360568120056508
0.001,0.0017,0.009,15,True,1,2,1.0381711274301477,4.0426023350435554e-07,0.0005324468404252213,-0.00989117642307765,0.0004941917429805146
0.001,0.0017,0.009,15,False,3,0,3119.155796429749,4.0000011869659565e-07,-0.1501393624513805,-0.00028371474899924366,0.057415769281175255
0.001,0.0017,0.009,15,True,3,4,1.6988113282533008,4.031706561738357e-07,-0.01985873408723761,-0.0006864767912814119,0.0009509295139372327
0.001,0.0017,0.009,15,False,3,6,3126.2424075107347,4.000000792713699e-07,-0.15034005536234674,-0.00018625909305821611,0.05806923793802657
0.001,0.0017,0.009,15,True,4,5,1.1315877281822309,4.0420887778207695e-07,-0.0004086199633250204,-0.010284296170808688,0.00041839970313368324
