sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
0.05,0.017,10,0.024581382239660013,0.002469865868155667,0.02,-0.019
0.05,0.017,10,0.043185794987792306,0.07973355594667006,0.05,0.01
0.05,0.017,10,0.03089309721865538,0.00025270923890610697,0.02,0.0
0.05,0.017,10,0.024071775643613902,0.01179418274951366,0.0,0.019
0.05,0.017,10,0.02988423979431772,0.004625443973795655,0.02,-0.019
0.05,0.017,10,0.00862138788958395,0.03326296271733978,0.05,0.01
0.05,0.017,10,0.0037277304525427987,0.03236691986347929,0.02,0.0
0.05,0.017,10,0.016676331303031557,0.002888337851826406,0.0,0.019
0.05,0.017,10,0.029846204644609582,0.0006838353939428235,0.02,-0.019
0.05,0.017,10,-0.03832338684659263,0.004573862848543234,0.05,0.01
0.05,0.017,10,0.001506693027590637,0.05735474183584535,0.02,0.0
0.05,0.017,10,0.008135610725156386,-0.011339325126464413,0.0,0.019
0.05,0.017,10,0.02041827888926405,0.01392457930821244,0.02,-0.019
0.05,0.017,10,-0.024024465629936667,-0.02749228681518779,0.05,0.01
0.05,0.017,10,-0.004665316539254638,0.06125181464197297,0.02,0.0
0.05,0.017,10,0.0012337537318099752,-0.000939353204904278,0.0,0.019
0.05,0.017,10,0.010830963424489306,0.03186931478569859,0.02,-0.019
0.05,0.017,10,-0.030895499980701933,-0.03357332173631425,0.05,0.01
0.05,0.009,10,-0.049189096908184654,-0.009124410914791152,0.02,0.0
0.05,0.009,10,-0.024712483502261486,-0.010607056041030256,0.0,0.019
0.05,0.009,10,0.012372481047566119,0.004571978737736741,0.02,-0.019
0.05,0.009,10,-0.04788467541817587,-0.02366902676955869,0.05,0.01
0.05,0.009,10,-0.036648732058842136,-0.01557380414970215,0.02,0.0
0.05,0.009,10,-0.023731362748229873,-0.016016325151856782,0.0,0.019
0.05,0.009,10,0.001919334256582264,-0.00018475118847783092,0.02,-0.019
0.05,0.009,10,-0.07072906353201433,-0.03563711397662854,0.05,0.01
0.05,0.009,10,-0.04090974706687826,-0.019752671320858214,0.02,0.0
0.05,0.009,10,-0.02424944027408487,-0.014772358839566457,0.0,0.019
0.05,0.009,10,-0.002474074998911967,-0.00476216091625736,0.02,-0.019
0.05,0.009,10,-0.04044368758506917,0.010083914841857985,0.05,0.01
0.05,0.009,10,-0.03242211139193151,-0.002744868764029455,0.02,0.0
0.05,0.009,10,-0.014440072786317126,0.0142301078677348,0.0,0.019
0.05,0.009,10,-0.011211444463503795,0.008113975910694172,0.02,-0.019
0.05,0.009,10,-0.012645345384426899,-0.011999703574580856,0.05,0.01
0.05,0.009,10,-0.03538421228565793,-0.0029761507265117742,0.02,0.0
0.05,0.009,10,-0.011466483826691553,0.02758577448118104,0.0,0.019
0.05,0.009,10,-0.008632571197649812,-0.00507152204369084,0.02,-0.019
0.05,0.009,10,-0.08643720030787798,-0.10415881119014067,0.05,0.01
0.05,0.0009,10,-0.016578157265068054,0.07295371090928976,0.02,0.0
0.05,0.0009,10,-0.015859562787497897,0.04904510391993183,0.0,0.019
0.05,0.0009,10,-0.012058927360348023,0.011604543334863267,0.02,-0.019
0.05,0.0009,10,0.0012321303411268192,-0.05871669616437511,0.05,0.01
0.05,0.0009,10,-0.024814434428064098,0.08084429315091003,0.02,0.0
0.05,0.0009,10,-0.014354449188491922,0.0619185337721132,0.0,0.019
0.05,0.0009,10,-0.014858228644221375,0.028329221207944115,0.02,-0.019
0.05,0.0009,10,-0.05485657289189294,-0.02337744510452955,0.05,0.01
0.05,0.0009,10,-0.04235037002652943,0.07069803303421594,0.02,0.0
0.05,0.0009,10,-0.006174404958976586,0.07443337426774123,0.0,0.019
0.05,0.0009,10,-0.004966272527129355,0.023099224797795585,0.02,-0.019
0.05,0.0009,10,0.024581681559628157,-0.008636364751182308,0.05,0.01
0.05,0.0009,10,-0.04370598115671709,0.07431002320837353,0.02,0.0
0.05,0.0009,10,-0.0073350525034792755,0.08695692672047897,0.0,0.019
0.05,0.0009,10,0.016527084246725516,0.013357073578798437,0.02,-0.019
0.05,0.0009,10,0.0770614883761029,-0.059751980092858814,0.05,0.01
0.05,0.0009,10,-0.04161528386978776,0.07673681266238869,0.02,0.0
0.05,0.0009,10,-0.009597664739240638,0.0507757895131529,0.0,0.019
0.05,0.0009,10,0.010857170155081815,0.020984531639515278,0.02,-0.019
0.05,0.0009,10,-0.07413707750565003,-0.026972965783919785,0.05,0.01
0.01,0.017,10,-0.018606985582942895,-0.00272361263506864,0.02,0.0
0.01,0.017,10,-0.008561369478021944,0.013418420758545022,0.0,0.019
0.01,0.017,10,-0.01980800106097012,-0.01640752559789151,0.02,-0.019
0.01,0.017,10,-0.048575362427541686,0.004789342233761383,0.05,0.01
0.01,0.017,10,-0.02132168697785356,0.0013351902625056689,0.02,0.0
0.01,0.017,10,-0.006351606443182842,0.01442675843228309,0.0,0.019
0.01,0.017,10,-0.01827539522944485,-0.023321486942901006,0.02,-0.019
0.01,0.017,10,-0.04256274199289653,0.006158435173655559,0.05,0.01
0.01,0.017,10,-0.02564809248385323,0.004963717321541723,0.02,0.0
0.01,0.017,10,-0.005243151573871249,0.012455010540964886,0.0,0.019
0.01,0.017,10,-0.021806471638526188,-0.023947960376481857,0.02,-0.019
0.01,0.017,10,-0.03988650407811284,0.010524932198612821,0.05,0.01
0.01,0.017,10,-0.02510734963241739,0.004214660340777672,0.02,0.0
0.01,0.017,10,-0.0045064018913986235,0.010871634494101145,0.0,0.019
0.01,0.017,10,-0.022992906006758542,-0.023907085334998777,0.02,-0.019
0.01,0.017,10,-0.04173958489750371,0.01081761747980831,0.05,0.01
0.01,0.017,10,-0.023699255883138808,-0.00015852600273903446,0.02,0.0
0.01,0.017,10,-0.006282461667456801,0.005668245665649031,0.0,0.019
0.01,0.017,10,-0.022873410819348034,-0.02660473507974664,0.02,-0.019
0.01,0.017,10,-0.0402715005532624,0.004663275287183152,0.05,0.01
0.01,0.009,10,-0.011968900505927214,0.007793501243137791,0.02,0.0
0.01,0.009,10,-0.0006725782606746423,0.02141726176571115,0.0,0.019
0.01,0.009,10,-0.017810604554060125,-0.022262463221013138,0.02,-0.019
0.01,0.009,10,-0.06029825876821577,0.021846592339832775,0.05,0.01
0.01,0.009,10,-0.012277789674951379,0.00530343142996321,0.02,0.0
0.01,0.009,10,-0.001463803400652253,0.022766788153409122,0.0,0.019
0.01,0.009,10,-0.017132481541529004,-0.021161578643759615,0.02,-0.019
0.01,0.009,10,-0.06707070823491613,0.015388524755316872,0.05,0.01
0.01,0.009,10,-0.013980076504034869,-0.0023543881469298496,0.02,0.0
0.01,0.009,10,-0.001667197648128981,0.022454220762782195,0.0,0.019
0.01,0.009,10,-0.016665575137885393,-0.02222303881908387,0.02,-0.019
0.01,0.009,10,-0.06113056967724193,0.01737614122016892,0.05,0.01
0.01,0.009,10,-0.014196361906300959,-0.0021522746717500224,0.02,0.0
0.01,0.009,10,-0.0007812225276452026,0.022656435844519724,0.0,0.019
0.01,0.009,10,-0.016976512622138836,-0.022960908867660848,0.02,-0.019
0.01,0.009,10,-0.05897631919752676,0.01712062364549375,0.05,0.01
0.01,0.009,10,-0.01578051104927704,-0.0019794269262008186,0.02,0.0
0.01,0.009,10,-0.002101040844111329,0.025043205730006325,0.0,0.019
0.01,0.009,10,-0.015691100508700862,-0.021840393554582352,0.02,-0.019
0.01,0.009,10,-0.0573885275516727,0.02338371773718622,0.05,0.01
0.01,0.0009,10,-0.017376806271125242,-0.003385484519847064,0.02,0.0
0.01,0.0009,10,0.0027106541334995745,0.020702879455214613,0.0,0.019
0.01,0.0009,10,-0.019152280437935435,-0.03449362294112205,0.02,-0.019
0.01,0.0009,10,-0.053231619635111894,0.011038680676849802,0.05,0.01
0.01,0.0009,10,-0.018110662018986454,-0.0035899326218779976,0.02,0.0
0.01,0.0009,10,-0.001781110169342767,0.0240785440074218,0.0,0.019
0.01,0.0009,10,-0.01768193006496933,-0.028487512515100864,0.02,-0.019
0.01,0.0009,10,-0.0483527994006727,-0.017543621568287385,0.05,0.01
0.01,0.0009,10,-0.01734915944761006,-0.004065663417971063,0.02,0.0
0.01,0.0009,10,-0.0006989013273899152,0.023213211045378063,0.0,0.019
0.01,0.0009,10,-0.01831070203201041,-0.020985103109075316,0.02,-0.019
0.01,0.0009,10,-0.050900998426639164,-0.003907286208987269,0.05,0.01
0.01,0.0009,10,-0.020009532606188127,-0.00607930170370894,0.02,0.0
0.01,0.0009,10,-0.001178825506207811,0.025230071193362482,0.0,0.019
0.01,0.0009,10,-0.013290649008447774,-0.03317510230542525,0.02,-0.019
0.01,0.0009,10,-0.03826891622300672,0.011350596483536934,0.05,0.01
0.01,0.0009,10,-0.020220128946403595,-0.0056594872039619475,0.02,0.0
0.01,0.0009,10,-0.0011098253410684845,0.026343538855670055,0.0,0.019
0.01,0.0009,10,-0.018866850200994306,-0.03334025160647355,0.02,-0.019
0.01,0.0009,10,-0.04302668071997488,0.007650306752925509,0.05,0.01
0.001,0.017,10,-0.02004382353779509,-0.0005398895587524133,0.02,0.0
0.001,0.017,10,4.774288792310059e-05,0.01894863339412997,0.0,0.019
0.001,0.017,10,-0.020720028634681375,-0.018720517086848902,0.02,-0.019
0.001,0.017,10,-0.04997946429948537,0.009257289991741078,0.05,0.01
0.001,0.017,10,-0.020024979762244308,-0.0007734338689177819,0.02,0.0
0.001,0.017,10,-0.0006458787760791919,0.019233708367711787,0.0,0.019
0.001,0.017,10,-0.020308980811550446,-0.018562195886243558,0.02,-0.019
0.001,0.017,10,-0.049963735452295086,0.01032708797128928,0.05,0.01
0.001,0.017,10,-0.02005866278823982,-0.0007800174328704214,0.02,0.0
0.001,0.017,10,-0.0005409045033100381,0.01934292363350484,0.0,0.019
0.001,0.017,10,-0.02033029206675748,-0.01852965739187753,0.02,-0.019
0.001,0.017,10,-0.04934388282249374,0.009343045318402967,0.05,0.01
0.001,0.017,10,-0.019894715873178072,-0.000613501108639693,0.02,0.0
0.001,0.017,10,-0.0006930427415765498,0.019206269307687616,0.0,0.019
0.001,0.017,10,-0.02014027411186614,-0.019208629163464854,0.02,-0.019
0.001,0.017,10,-0.049723217033337604,0.009900933908336443,0.05,0.01
0.001,0.017,10,-0.020034040207846188,-0.000878165696943523,0.02,0.0
0.001,0.017,10,-0.00035149512603168694,0.018838844560265612,0.0,0.019
0.001,0.017,10,-0.020066307552764423,-0.019460489573054553,0.02,-0.019
0.001,0.017,10,-0.0499323416676131,0.009646695035463686,0.05,0.01
0.001,0.009,10,-0.019551187569943455,0.00021295428606157374,0.02,0.0
0.001,0.009,10,4.061900714390755e-05,0.02030751290528486,0.0,0.019
0.001,0.009,10,-0.019076170682705954,-0.01821395143813144,0.02,-0.019
0.001,0.009,10,-0.05015106273488518,0.014210644115761156,0.05,0.01
0.001,0.009,10,-0.01988655804087314,-3.4983791812700246e-05,0.02,0.0
0.001,0.009,10,6.65955546551058e-05,0.020102262201474298,0.0,0.019
0.001,0.009,10,-0.01900171507001078,-0.018252279655253313,0.02,-0.019
0.001,0.009,10,-0.04980083179993767,0.01529406817220159,0.05,0.01
0.001,0.009,10,-0.01988528925049519,0.00010032353553222385,0.02,0.0
0.001,0.009,10,-0.00022273797064664455,0.020184556840365325,0.0,0.019
0.001,0.009,10,-0.019087129178769997,-0.01850965195695395,0.02,-0.019
0.001,0.009,10,-0.05069401273190146,0.011815505786294587,0.05,0.01
0.001,0.009,10,-0.01978526018662678,0.00030873388040611466,0.02,0.0
0.001,0.009,10,-0.0002474965759429092,0.01992355326138586,0.0,0.019
0.001,0.009,10,-0.01916316102882566,-0.018871352754396997,0.02,-0.019
0.001,0.009,10,-0.050718613169217774,0.010225942662192102,0.05,0.01
0.001,0.009,10,-0.01963226595194904,8.007966807196394e-05,0.02,0.0
0.001,0.009,10,-0.00027894406664164494,0.019845291696082033,0.0,0.019
0.001,0.009,10,-0.019093430978240126,-0.01854289700537922,0.02,-0.019
0.001,0.009,10,-0.049503329330355436,0.009290830174704586,0.05,0.01
0.001,0.0009,10,-0.019896556473998652,0.00023361195691548259,0.02,0.0
0.001,0.0009,10,-0.0006309414196581106,0.01829321110290348,0.0,0.019
0.001,0.0009,10,-0.02015384624019708,-0.019577447754124632,0.02,-0.019
0.001,0.0009,10,-0.04919004347336356,0.012172983539271185,0.05,0.01
0.001,0.0009,10,-0.02024570522781229,0.00042753287830301143,0.02,0.0
0.001,0.0009,10,-0.0006126067636817937,0.01824430703971622,0.0,0.019
0.001,0.0009,10,-0.020045647634897197,-0.019283077962887248,0.02,-0.019
0.001,0.0009,10,-0.0485794668544294,0.009479210650955392,0.05,0.01
0.001,0.0009,10,-0.020335454905980436,0.00022870137699467278,0.02,0.0
0.001,0.0009,10,-0.000357708631976589,0.018047880620914853,0.0,0.019
0.001,0.0009,10,-0.020490704507870793,-0.01919349210000143,0.02,-0.019
0.001,0.0009,10,-0.049699977749504125,0.010034855408483794,0.05,0.01
0.001,0.0009,10,-0.020175291460566812,8.507609050074837e-05,0.02,0.0
0.001,0.0009,10,-0.0005641312210531097,0.018201901572569668,0.0,0.019
0.001,0.0009,10,-0.020433084490699995,-0.019016191975245667,0.02,-0.019
0.001,0.0009,10,-0.049229643616524675,0.00832492667697877,0.05,0.01
0.001,0.0009,10,-0.020273898763613078,0.00011310474380321713,0.02,0.0
0.001,0.0009,10,-0.0005680759944102922,0.01815363605920147,0.0,0.019
0.001,0.0009,10,-0.01982637524347558,-0.018164534945095727,0.02,-0.019
0.001,0.0009,10,-0.050054823641532145,0.008667378309045504,0.05,0.01
0.05,0.017,5,-0.03574845980307051,0.03390877262101592,0.02,0.0
0.05,0.017,5,-0.03885159323272576,-0.14175948819547016,0.0,0.019
0.05,0.017,5,0.01938516303670546,-0.06644693315380854,0.02,-0.019
0.05,0.017,5,0.03022910269407908,0.03383646495260459,0.05,0.01
0.05,0.017,5,-0.049826711906640585,0.0055555193360313435,0.02,0.0
0.05,0.017,5,0.0037733201029888502,-0.08170868162941172,0.0,0.019
0.05,0.017,5,0.06383049820669656,-0.03625678453494802,0.02,-0.019
0.05,0.017,5,-0.03307179302562841,-0.001654462756439573,0.05,0.01
0.05,0.017,5,0.004526383857968164,-0.0011300534123920014,0.02,0.0
0.05,0.017,5,0.01975920458787063,-0.05830547162987089,0.0,0.019
0.05,0.017,5,0.10447348450033746,-0.014491475104317413,0.02,-0.019
0.05,0.017,5,-0.07767839240402079,0.07493746597389767,0.05,0.01
0.05,0.017,5,0.02948009314776133,-0.03242199364800316,0.02,0.0
0.05,0.017,5,0.010900244110874237,-0.03237168102339826,0.0,0.019
0.05,0.017,5,0.020955223347556763,0.06451806280131442,0.02,-0.019
0.05,0.017,5,-0.025101767109384013,0.10303901045228242,0.05,0.01
0.05,0.017,5,0.023253856780391387,-0.011247359066473263,0.02,0.0
0.05,0.017,5,-0.006521407498289337,0.0210586799101429,0.0,0.019
0.05,0.017,5,-0.024475788788452038,0.07077986527129379,0.02,-0.019
0.05,0.017,5,-0.006049663832194918,0.08632829668610977,0.05,0.01
0.05,0.009,5,-0.20755687522261435,-0.15308997797274107,0.02,0.0
0.05,0.009,5,-0.028895526527117292,-0.06705036116767545,0.0,0.019
0.05,0.009,5,0.00035847713528280173,-0.012145597574733533,0.02,-0.019
0.05,0.009,5,-0.04102677001873765,0.055150734282021927,0.05,0.01
0.05,0.009,5,-0.10117251975350086,-0.1297458878359613,0.02,0.0
0.05,0.009,5,-0.05943787081498021,-0.09950798741843622,0.0,0.019
0.05,0.009,5,-0.018549372548756538,0.010140088031430456,0.02,-0.019
0.05,0.009,5,-0.022913389028257264,0.040654289132008914,0.05,0.01
0.05,0.009,5,-0.011393133831085672,0.003711321446169376,0.02,0.0
0.05,0.009,5,-0.018984563558823525,-0.05158224973974667,0.0,0.019
0.05,0.009,5,-0.038806084086550716,0.00963001471395604,0.02,-0.019
0.05,0.009,5,-0.0036734837892207477,0.033519046158566046,0.05,0.01
0.05,0.009,5,-0.0052076829467766275,0.011419851513620353,0.02,0.0
0.05,0.009,5,-0.03387514816673968,-0.05773953234373816,0.0,0.019
0.05,0.009,5,-0.0876098074336322,-0.0029485256542781807,0.02,-0.019
0.05,0.009,5,-0.2855519990352301,-0.1585497925133098,0.05,0.01
0.05,0.009,5,-0.0430573285183426,0.019455348303563637,0.02,0.0
0.05,0.009,5,-0.03982548059289091,-0.0723475946097251,0.0,0.019
0.05,0.009,5,-0.06558107369499949,0.02770979305359212,0.02,-0.019
0.05,0.009,5,-0.12596089054473228,-0.12185668207410988,0.05,0.01
0.05,0.0009,5,0.08642655643227967,0.04820982070002197,0.02,0.0
0.05,0.0009,5,0.00395964368407554,0.030702332845654826,0.0,0.019
0.05,0.0009,5,0.016627500417075537,-0.020335209988894244,0.02,-0.019
0.05,0.0009,5,-0.0008171251016914198,0.007270857693747574,0.05,0.01
0.05,0.0009,5,-0.05569580687936525,-0.034506756249115034,0.02,0.0
0.05,0.0009,5,-0.021703059511756925,0.03243418921117923,0.0,0.019
0.05,0.0009,5,0.049483589832190505,-0.027566398555553276,0.02,-0.019
0.05,0.0009,5,0.08548153017441218,0.01839436747352799,0.05,0.01
0.05,0.0009,5,-0.041090683881252116,-0.09692379557451403,0.02,0.0
0.05,0.0009,5,-0.019303729050725076,-0.030714793683839815,0.0,0.019
0.05,0.0009,5,0.0346134418866134,-0.02190443323251548,0.02,-0.019
0.05,0.0009,5,-0.036147595386857405,0.11169363988140169,0.05,0.01
0.05,0.0009,5,-0.01831654172714456,-0.04133396726642248,0.02,0.0
0.05,0.0009,5,0.004329421976571872,0.025706156775043627,0.0,0.019
0.05,0.0009,5,0.023900528243521728,0.013763350102908571,0.02,-0.019
0.05,0.0009,5,-0.010286194436441163,0.14767641363568937,0.05,0.01
0.05,0.0009,5,-0.015447513251998599,-0.025869312382961814,0.02,0.0
0.05,0.0009,5,0.006956510338309567,0.06509802477196878,0.0,0.019
0.05,0.0009,5,-0.001400338164295153,-0.008234418026676599,0.02,-0.019
0.05,0.0009,5,0.0048178652535048085,0.024297848810343036,0.05,0.01
0.01,0.017,5,-0.009815336951302744,-0.0066556510980831625,0.02,0.0
0.01,0.017,5,0.008725518982512826,0.013439075624301477,0.0,0.019
0.01,0.017,5,-0.010701418146753188,-0.01222996504039705,0.02,-0.019
0.01,0.017,5,-0.055257919813405804,0.016437446344478038,0.05,0.01
0.01,0.017,5,-0.014896016530197183,-0.007515175894252097,0.02,0.0
0.01,0.017,5,0.009005179155286376,0.01674474545377014,0.0,0.019
0.01,0.017,5,-0.01552491998691462,-0.012205198705299092,0.02,-0.019
0.01,0.017,5,-0.04477418794643869,0.01774939565557427,0.05,0.01
0.01,0.017,5,-0.017005039279471126,-0.011757100533805685,0.02,0.0
0.01,0.017,5,0.0048775239995194316,0.009622430389272647,0.0,0.019
0.01,0.017,5,-0.017795677269107548,-0.02227686495425111,0.02,-0.019
0.01,0.017,5,-0.0456517617357921,0.02333962032483228,0.05,0.01
0.01,0.017,5,-0.005194058449214347,-0.0009560195801636784,0.02,0.0
0.01,0.017,5,-0.002134423771403933,-0.002926066062098878,0.0,0.019
0.01,0.017,5,-0.021921234403428635,-0.025638939355446397,0.02,-0.019
0.01,0.017,5,-0.04720797677577001,0.018843571915259788,0.05,0.01
0.01,0.017,5,-0.0053561287444968695,-0.0027365036224268665,0.02,0.0
0.01,0.017,5,0.002152004781254881,0.0008437883708876086,0.0,0.019
0.01,0.017,5,-0.02100345851141508,-0.021786929990918025,0.02,-0.019
0.01,0.017,5,-0.0443316427275344,0.0141769731583994,0.05,0.01
0.01,0.009,5,-0.026777487138212177,0.006921161738643073,0.02,0.0
0.01,0.009,5,0.002616650938555096,0.00974105056542499,0.0,0.019
0.01,0.009,5,-0.004883079107129864,-0.03293563976226108,0.02,-0.019
0.01,0.009,5,-0.0666483776844129,-0.0020145331055644432,0.05,0.01
0.01,0.009,5,-0.029686699637312866,0.007265676217882423,0.02,0.0
0.01,0.009,5,0.0048628673096568105,0.015435392733540797,0.0,0.019
0.01,0.009,5,-0.010641310292956395,-0.022557681364276494,0.02,-0.019
0.01,0.009,5,-0.07619919578677606,-0.0015828056965390908,0.05,0.01
0.01,0.009,5,-0.02557197951666647,0.002231629370394753,0.02,0.0
0.01,0.009,5,0.003018160282886875,0.01318204192302144,0.0,0.019
0.01,0.009,5,-0.01875339326711885,-0.00982675025085859,0.02,-0.019
0.01,0.009,5,-0.05665325065220281,0.011435630505290159,0.05,0.01
0.01,0.009,5,-0.024682550775967142,-0.0034213236629456172,0.02,0.0
0.01,0.009,5,-0.000721612136233591,0.023013193296159407,0.0,0.019
0.01,0.009,5,-0.01942873005822449,-0.007981956323052198,0.02,-0.019
0.01,0.009,5,-0.051793960487132126,0.007857236303109957,0.05,0.01
0.01,0.009,5,-0.015548501788606091,0.007021259551283549,0.02,0.0
0.01,0.009,5,-0.0067968212785312725,0.03363449330721299,0.0,0.019
0.01,0.009,5,-0.020862972880851625,-0.015167330720850768,0.02,-0.019
0.01,0.009,5,-0.0655113448283904,-0.011673954369915699,0.05,0.01
0.01,0.0009,5,-0.02161768543346578,0.006376950429054713,0.02,0.0
0.01,0.0009,5,-0.0037841154037494573,0.021107857894707285,0.0,0.019
0.01,0.0009,5,-0.022419583386126964,-0.008534479976421339,0.02,-0.019
0.01,0.0009,5,-0.05458706612220335,0.019012920416200067,0.05,0.01
0.01,0.0009,5,-0.022581660081444695,0.002447751061306182,0.02,0.0
0.01,0.0009,5,-0.0023769919617370565,0.021092823865973786,0.0,0.019
0.01,0.0009,5,-0.02260013656619056,-0.008401923159390652,0.02,-0.019
0.01,0.0009,5,-0.04475950669192256,0.0183744044638919,0.05,0.01
0.01,0.0009,5,-0.026978116713709956,-0.0020666288255169725,0.02,0.0
0.01,0.0009,5,0.00012924471907478624,0.020005884534359395,0.0,0.019
0.01,0.0009,5,-0.020629675652672288,-0.0026794989426141584,0.02,-0.019
0.01,0.0009,5,-0.05181524799517349,0.02072402491110291,0.05,0.01
0.01,0.0009,5,-0.029300131758643728,-0.010015938187049205,0.02,0.0
0.01,0.0009,5,-0.0008187082285512307,0.02171491502394241,0.0,0.019
0.01,0.0009,5,-0.021442204706537564,-0.0036218877513711847,0.02,-0.019
0.01,0.0009,5,-0.054234433022365705,0.02811108789355996,0.05,0.01
0.01,0.0009,5,-0.02776365189744526,-0.0021937992275658496,0.02,0.0
0.01,0.0009,5,0.0018419109177547715,0.024914739298301902,0.0,0.019
0.01,0.0009,5,-0.023493365637641265,-0.0071663242930490745,0.02,-0.019
0.01,0.0009,5,-0.04592545779898648,0.038464689173823965,0.05,0.01
0.001,0.017,5,-0.019806077091769077,-0.003007720965637865,0.02,0.0
0.001,0.017,5,0.00012635514169426952,0.019613790450661677,0.0,0.019
0.001,0.017,5,-0.019363925676575744,-0.018600511304225114,0.02,-0.019
0.001,0.017,5,-0.049239832158668936,0.017610774638966667,0.05,0.01
0.001,0.017,5,-0.019833210754258382,-0.0034545440317475433,0.02,0.0
0.001,0.017,5,-0.0007397234884746397,0.017258934818342685,0.0,0.019
0.001,0.017,5,-0.019589934764485197,-0.019372011859484735,0.02,-0.019
0.001,0.017,5,-0.04996822385934468,0.017274357365285573,0.05,0.01
0.001,0.017,5,-0.019654574917468852,-0.003075011017957884,0.02,0.0
0.001,0.017,5,-3.3158716864941225e-05,0.017333794674296722,0.0,0.019
0.001,0.017,5,-0.019602956107366988,-0.01958030989656689,0.02,-0.019
0.001,0.017,5,-0.05168611072354571,0.015011170175218184,0.05,0.01
0.001,0.017,5,-0.019006569283296176,-0.0013248509595391125,0.02,0.0
0.001,0.017,5,0.00018107022425644618,0.01792604224804039,0.0,0.019
0.001,0.017,5,-0.01971447462876171,-0.019956308707603364,0.02,-0.019
0.001,0.017,5,-0.04883035686704028,0.015800169969191053,0.05,0.01
0.001,0.017,5,-0.018474580516043504,-0.0009667074343061085,0.02,0.0
0.001,0.017,5,0.0006369849182820613,0.01698140304059924,0.0,0.019
0.001,0.017,5,-0.01984940075975148,-0.019496322330962487,0.02,-0.019
0.001,0.017,5,-0.050012249780532474,0.019296891686221163,0.05,0.01
0.001,0.009,5,-0.02012941466580931,1.0461271234780967e-05,0.02,0.0
0.001,0.009,5,-0.0006284132343827551,0.019179945087085804,0.0,0.019
0.001,0.009,5,-0.020474235925716396,-0.01926393310099321,0.02,-0.019
0.001,0.009,5,-0.04921641464703474,0.007912721730607128,0.05,0.01
0.001,0.009,5,-0.020440464652770777,0.00016890850405593133,0.02,0.0
0.001,0.009,5,-0.0006646225703817252,0.01767611245050977,0.0,0.019
0.001,0.009,5,-0.020296392728453457,-0.018624303412356068,0.02,-0.019
0.001,0.009,5,-0.04650260993146938,0.005701655116165327,0.05,0.01
0.001,0.009,5,-0.02005925405106235,-0.0005134938338562526,0.02,0.0
0.001,0.009,5,-0.0006830407877491927,0.018650408834799688,0.0,0.019
0.001,0.009,5,-0.020151225334913866,-0.018302574922451065,0.02,-0.019
0.001,0.009,5,-0.04778066447681815,0.005066527127312363,0.05,0.01
0.001,0.009,5,-0.01982103782973429,-0.0006219038944228124,0.02,0.0
0.001,0.009,5,-0.00017007555682032103,0.018559124238953846,0.0,0.019
0.001,0.009,5,-0.020027793509432762,-0.018428134716317573,0.02,-0.019
0.001,0.009,5,-0.044780493521915196,0.009328544985075425,0.05,0.01
0.001,0.009,5,-0.019910144369349264,-0.0008048113575135162,0.02,0.0
0.001,0.009,5,-0.0006961709762679483,0.018660893512669082,0.0,0.019
0.001,0.009,5,-0.01955181739503772,-0.018080002879403673,0.02,-0.019
0.001,0.009,5,-0.04709284095352726,0.010659384232564342,0.05,0.01
0.001,0.0009,5,-0.02119350004136154,-0.000790241298808753,0.02,0.0
0.001,0.0009,5,-0.0008643269214409486,0.01911532585791846,0.0,0.019
0.001,0.0009,5,-0.01901247721388426,-0.017068284882045953,0.02,-0.019
0.001,0.0009,5,-0.04793323489667657,0.016471582351234762,0.05,0.01
0.001,0.0009,5,-0.020068329416353073,0.0004479616844955755,0.02,0.0
0.001,0.0009,5,-0.0010294701035954519,0.018395550926941243,0.0,0.019
0.001,0.0009,5,-0.018895372249081662,-0.017296492590276755,0.02,-0.019
0.001,0.0009,5,-0.04909064314883184,0.01739191242866027,0.05,0.01
0.001,0.0009,5,-0.020516742684493806,0.0005483744910013465,0.02,0.0
0.001,0.0009,5,-0.0010490575856195524,0.018330916112873484,0.0,0.019
0.001,0.0009,5,-0.018838742471571576,-0.017253492088885446,0.02,-0.019
0.001,0.0009,5,-0.05078017363090037,0.01617853223751721,0.05,0.01
0.001,0.0009,5,-0.020708382560301827,-0.00017748626346399446,0.02,0.0
0.001,0.0009,5,-0.0005506832185596694,0.018463983978608472,0.0,0.019
0.001,0.0009,5,-0.018752163742094576,-0.017502044232865322,0.02,-0.019
0.001,0.0009,5,-0.04958713627639885,0.015157911760262403,0.05,0.01
0.001,0.0009,5,-0.020926750013511995,0.00023095279554100098,0.02,0.0
0.001,0.0009,5,-0.0006854972717488965,0.018522468188945793,0.0,0.019
0.001,0.0009,5,-0.0199128427232377,-0.017905474631177514,0.02,-0.019
0.001,0.0009,5,-0.050318130242820974,0.017106512349928445,0.05,0.01
