sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta,movement_name
0.001,0.0017,0.0009,15,True,0,1,2.6070729562961414,4.0284337168120324e-07,-0.019468670773956552,-3.0210912946733308e-05,0.0012306649157937711,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,15187.73475061197,4.0000010072343064e-07,-0.14955846447904186,-0.00031491340304814537,0.29184375265572937,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,15062.853355040259,4.0000003528530293e-07,-0.14988441988764611,2.859276489753882e-05,0.291843385927343,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,12720.64732225788,4.0000009615587287e-07,-0.15045275606671107,0.0002442149518537194,0.3417005932154681,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.0334475908187972,4.027931270485765e-07,-0.020628338064265443,0.0005213919759097612,0.0009242685804106787,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,12674.95323095046,4.0000007790087433e-07,-0.1503951193092196,0.0003888340332035183,0.3421920329971726,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,22426.592079793576,4.000000354703316e-07,-0.1501237727125814,-7.147880101681035e-06,0.49492083757258676,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,22217.8079980495,4.000000700802051e-07,-0.149558724964769,-0.00024916846940779055,0.49541262682712595,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,1.2581934065782678,4.0282645521822186e-07,-0.01985727402021466,0.00021933481491491822,0.0007042190607529325,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,3,13478.871829542086,4.0002457882733285e-07,-0.14583305635897917,-0.010039108917446095,0.31405927500662406,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,1,2122.021611191409,4.027943358857994e-07,-0.020987073838571332,0.009547018416724132,0.06000551344835417,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,1,20491.305123103142,4.0002406172086736e-07,-0.15579072347708706,0.009015237150329427,0.4529071605366006,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,3,2290.5466431998107,4.02787320778857e-07,-0.020937862320403032,-0.005900991685992663,-0.03684042568580226,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.7059303379398925,4.0282139959378566e-07,-0.019974994141532174,-0.0005757395199589787,0.0004998815598753034,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,23173.912982895916,4.00000113494348e-07,-0.15053543329689356,-2.6973767800208738e-05,0.5786416926701421,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,23020.63688439287,4.0000011538590723e-07,-0.15062000300794284,-0.0001940567965155351,0.5783981890797925,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,33179.54608319157,4.000001177344165e-07,-0.1494773442686823,0.00020402767121910603,0.7448582186310914,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,1.5807325710416364,4.0283574078696315e-07,-0.01964421770499684,-0.00030573975000608563,-0.00038540256555201057,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,32975.9793623427,4.0000003881348876e-07,-0.15003288187498007,-0.00015473934849038028,0.7445414515109319,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,21900.06783887643,4.0000011739235274e-07,-0.14937250069051042,0.00020313293907947777,0.530353349948526,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,21913.149065116402,4.0000004236359924e-07,-0.14978529391533743,4.303251358950607e-05,0.5302800756240235,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,2.228989104143092,4.028545781525843e-07,-0.01921125611517427,9.123121286435147e-05,-0.0010474454133488093,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,5,38833.164082812415,4.0002695239629217e-07,-0.14308178857259501,-0.008484353118631108,0.632319667025671,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,1,27876.48915417106,4.0000762222059956e-07,-0.14839180470340457,-0.0008036840725801055,0.562571689812381,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,3,21264.578758912747,4.00033895498655e-07,-0.14095894144280355,-0.00916165080567368,0.48673413373819535,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,5,12291.666554262272,4.000078620144327e-07,-0.14859370222682108,-0.0024888331670281203,0.38094129820220046,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.4176307692601307,4.028286418543102e-07,-0.019807387208686387,1.763640130839947e-05,0.0005371368846514955,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,14030.445419789397,4.000002159990614e-07,-0.1500719277127451,0.0009596294519723505,0.3773455967123542,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,14131.589699178065,4.000001274098172e-07,-0.14985019915203499,0.0006140421214695562,0.3773469678132072,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,17726.040920333337,4.0000025261219364e-07,-0.14980394863376265,-0.0010602148621359354,0.4223519512257691,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.634296659547508,4.028221475806471e-07,-0.019957594223390045,-0.0005196543996558255,-0.000305123844634814,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,17622.252213115476,4.000000649008868e-07,-0.1496832549942304,-0.0002343933753818322,0.4221484207738273,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,16755.999990351618,4.0000016011613736e-07,-0.1500461881768185,-0.0007801012924583037,0.43560334201533335,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,16917.06331773671,4.0000006507932956e-07,-0.15027143129677026,0.00028765416576312364,0.4353984427728142,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,1.9931425207002078,4.027984976075201e-07,-0.020503436631951748,-0.000435190656227323,0.0010681425361562483,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,3,2008.822324806599,4.0283762821008005e-07,-0.019696752839609703,-0.003968002488249737,-0.02318812610379418,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,5,1763.3447740754964,4.0280993692956326e-07,-0.020483975462730654,0.007482664807764717,0.044236990206958905,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,1,1864.4065628477915,4.028149001484634e-07,-0.020157384870948074,-0.0005869669354155193,0.0003027790170897526,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,3,21424.974168786346,4.0014032129058633e-07,-0.12701389884269626,-0.01729730694139613,0.6010775848414384,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,1.7074680659464236,4.0281026985747587e-07,-0.020230298982151767,4.0806890152774925e-05,-0.0002740562966240957,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,20465.98594389755,4.0000011585649555e-07,-0.15063258994937834,8.286274301826598e-05,0.546764116322611,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,20439.278526666305,4.00000061409322e-07,-0.1500538986294137,-0.00025306726245954666,0.5476405804800238,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,5,1581.189019731893,4.0279854625617246e-07,-0.02053392928351433,0.00014953743461628118,-0.002772873734486517,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,28106.819273673795,4.000000815717613e-07,-0.1495695480446591,1.8747615920144194e-05,0.6123534596353392,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.162384550244532,4.028202258643703e-07,-0.020001357659980318,-0.00015295813324391088,0.001120195700167908,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,28022.80604079736,4.0000009961162616e-07,-0.14942243062392557,-0.00028018715792336025,0.6136137750333706,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,23598.777383699362,4.0000006940572526e-07,-0.15008825578854382,0.00033285969435373924,0.4533153423272273,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,23359.861468940937,4.000000980306159e-07,-0.1505107499026212,0.0003755217905419338,0.45369919297219474,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,3.0452464363178096,4.0279399729034713e-07,-0.02060687647743209,0.0002533850208350096,-0.00011860583586470294,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,5,26876.08843839124,4.000171383147854e-07,-0.15537687679547776,0.0071844576908820235,0.6238773437963981,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,3,1657.9342540448881,4.027699392778498e-07,-0.021370487500766307,-0.006824471911348085,-0.03918660797064631,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.2738269603778307,4.0281668014650375e-07,-0.020082963463961292,0.0003380489612140164,-0.0002527461895028599,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,7465.769913827543,4.0000012661455884e-07,-0.14941769526421747,0.0001407098836875438,0.2881735636210248,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,7563.405248774502,4.000002065128988e-07,-0.14933634709306776,0.0007360606102712693,0.28865221959020376,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,31701.79454969433,4.000001248167167e-07,-0.1503740715740047,-0.0004553449704747543,0.6876816064539214,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,1.917067513207734,4.0278913519604584e-07,-0.02072005488530928,-0.000389273479023016,0.00041925235894021826,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,31705.555457631763,4.0000011703099705e-07,-0.15021234573494596,0.0006022704797479607,0.6875191004961222,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,23757.191219706518,4.000002103910187e-07,-0.1503143835163554,-0.0009531140750560711,0.5567521391922293,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,23620.581978335496,4.0000013478226345e-07,-0.14985304431521548,-0.0007077102523346904,0.5561109752763688,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,2.331698225347174,4.0281079883096026e-07,-0.02022076717447124,-0.000741205211645437,0.0012011962963033621,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,1,25681.141821035882,4.000261308510228e-07,-0.14110749125939692,-0.006909050464127725,0.6135337484980623,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,1,31766.23126613721,4.0004493781175497e-07,-0.13764007507721468,-0.007921145043782656,0.7140924002933282,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,3,26192.825960025577,4.0000507030402443e-07,-0.15083005558546322,0.0012484165772251655,0.5240258792911202,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,1,1718.8420492339726,4.028691615683448e-07,-0.018937523752812196,-0.0028848442638194313,-0.011606252583588996,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,3,1369.0723781801587,4.027967818821513e-07,-0.02056623232137889,-0.00029244587227781406,0.00011525626427112237,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,5,16835.80936229068,4.0001132032389366e-07,-0.14498459160320007,-0.0037627508878492815,0.4660027184417412,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,5,1351.2428919797953,4.0281570181126674e-07,-0.02014792285628645,0.002256743876919679,0.011709181540377898,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,1.8884003665972775,4.028250710151859e-07,-0.019889085947406494,-3.15196635237514e-05,0.0011858027034065896,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,18763.67908803835,4.0000007717096073e-07,-0.15029757762337426,-0.00011263328664840654,0.4460614464109689,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,18601.50655074412,4.00000064930904e-07,-0.15004634250330673,0.0002003375975725664,0.4465453151100204,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,32212.332329864,4.0000007968548513e-07,-0.1497411480728446,0.00022465795999639936,0.6581452504395742,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,1.5706365469216967,4.028419557650046e-07,-0.019501573938131653,0.000529002058696091,-0.0008665477944537166,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,32403.05844970035,4.000000572622485e-07,-0.14975312608692615,0.00038525260450031156,0.6591048055332794,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,24000.832741505557,4.000000594213124e-07,-0.14999635341418885,-8.180164270293468e-05,0.5767424460674302,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,23807.207442275605,4.0000004877347115e-07,-0.15020020138371443,-0.000338332851401456,0.5772181286413002,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,2.591781130624993,4.0284739864226334e-07,-0.01937585492615491,6.084947740862609e-05,-0.0010275184004457597,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,3,21192.177447147053,4.000209073490159e-07,-0.14357836876381735,-0.0059939809605377365,0.5507436574470634,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,1,1418.4319296154995,4.028090989861451e-07,-0.020307469500478653,-0.002606329764899517,-0.014846623977151995,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,5,1306.8113522227818,4.0284224731246497e-07,-0.01953299769773607,0.0019131545497576797,0.008507175054461148,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.73866370800018,4.028201231393562e-07,-0.02000720898491037,-0.001055878627153465,-0.0010963032238964286,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,28444.76844214165,4.0000014162325147e-07,-0.14992807035793201,-0.0007780838292569477,0.5703615729732561,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,28441.145025859983,4.000001306675574e-07,-0.1496247802840219,-0.0006240911705163551,0.5699410795332458,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,23999.83420535995,4.0000011756434426e-07,-0.15030730981055293,0.000600655884981239,0.4862764047610195,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.701946688648123,4.027745090439583e-07,-0.021058926490467197,7.81978699925431e-05,0.0012049122000621127,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,23766.418569731934,4.0000005382912875e-07,-0.14986636735814562,-0.0001409807273814909,0.48446119325514136,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,30621.36796578203,4.0000013271134196e-07,-0.15041465274269625,0.0006095396846670005,0.6492390993337407,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,30604.43225276055,4.000000528899922e-07,-0.15017277869299145,4.2612282401894293e-05,0.6478444010316451,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,1.7598964297466726,4.0281929053258835e-07,-0.020022598858936074,0.0003857376229353496,0.0011335344709035428,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,1.7402218983773106,4.0282709179256624e-07,-0.019843011487546466,-0.0003317667375481553,-0.001030459990687877,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,26772.85082213494,4.0000005392545524e-07,-0.1502084667005474,8.94807900555788e-05,0.5361154338908928,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,26785.50141790755,4.00000088713722e-07,-0.1500608881323676,-0.0001190411963292185,0.5370911999931459,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,28889.063351590987,4.0000005454739744e-07,-0.14976581036504844,2.5224046725767225e-05,0.6771305768145502,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.401609395038494,4.02804161964808e-07,-0.020371896613079164,-0.0003638219370531822,1.8148690946808062e-06,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,28955.218199444567,4.000000703694809e-07,-0.14997927018706533,-1.8733990872917942e-05,0.6780012157440398,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,1,18340.07527531835,4.000159863952447e-07,-0.14306344948599672,-0.0028547859796115055,0.5851171657175557,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,29125.46991962834,4.0000009890040197e-07,-0.1497415209033533,-0.00012979588470090676,0.6347304495594521,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,29175.348314908908,4.000000719576468e-07,-0.15004927249406488,-9.278189742861016e-05,0.6346253051983642,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,1.7668785136365734,4.0281760902019317e-07,-0.02006121505581015,-0.00017248728927745865,0.00019002439708516595,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,5,20678.034617208177,4.0000740876339036e-07,-0.1487554738182096,0.002512382416951607,0.5231605005104942,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,1,23446.183164169506,4.0003835490697327e-07,-0.13945834121671874,-0.00932188927332695,0.5629282873710746,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,3,21958.93834114407,4.0000748946834055e-07,-0.15262008600767774,0.00420164932882864,0.5820430679980059,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,1,1301.295725915411,4.0281990414159794e-07,-0.020094968920547726,-0.004062362594522216,-0.023982545423532176,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,3,1290.1570482788395,4.0279751540644417e-07,-0.02068775242912288,0.0060384419024436895,0.03799788688081575,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.1769622281230085,4.028277638570271e-07,-0.019826987454941106,-9.13226431767793e-05,0.0001881036962819327,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,32473.40115043174,4.000000515333312e-07,-0.14994884774451311,-0.0002989435829766617,0.5769271772123428,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,32600.944634131687,4.000000681026817e-07,-0.1498789177397238,7.414227089980767e-05,0.5767600229420712,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,22305.63252053445,4.0000005161683105e-07,-0.1499933508588809,0.00030410380544174706,0.5172548026649967,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,2.1773210463783657,4.0283287953730257e-07,-0.019710273481081328,0.0005848480619200545,0.0003638477854510478,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,22342.615525577192,4.0000009340479324e-07,-0.14985385060817707,0.00036296340335598354,0.5167976512252388,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,24498.879276741794,4.0000007008259257e-07,-0.15004173559635847,-0.00017664013749469902,0.5267136059265615,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,24518.828808100392,4.00000095601653e-07,-0.1502083048110894,-0.00035199154071053663,0.5264236394548808,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,3,1273.8821150167387,4.028111232931246e-07,-0.020480690879700964,-0.008025477917119786,-0.05104876133170653,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,3.262654378362931,4.028177674385492e-07,-0.02005844761159469,-0.00013747432029992214,-0.001072953145202113,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,5,1250.159348022229,4.0280240281570883e-07,-0.021044709191972513,0.012602961759745325,0.07485496974125111,-90 to 0 deg
0.001,0.0017,0.0009,15,False,5,3,33074.24135114177,4.000438067161335e-07,-0.14081329916116864,-0.012644454313438459,0.5112610704704681,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,5,28050.101351803027,4.0001347032381417e-07,-0.14668857135137722,-0.00412501654122932,0.5258371053195312,-90 to 0 deg
0.001,0.0017,0.0009,15,False,3,1,24679.084105758306,4.0001852288997364e-07,-0.1433640351022824,-0.0071264173037749465,0.5819982269392632,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.8787063890802407,4.0281161117824364e-07,-0.02020366869295791,-0.000992898502702962,0.00021664717329314255,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,2,14561.414340461577,4.0000013545939694e-07,-0.15053789150647104,-0.0005072828532631865,0.42962979335728096,-90 to 0 deg
0.001,0.0017,0.0009,15,False,0,4,14501.251181560483,4.000000803956622e-07,-0.1497811154069406,-0.0003791966110692996,0.42986490984565023,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,0,21982.09823410687,4.000001166889878e-07,-0.14968123875003994,0.0005690715237818829,0.4515398831256451,-90 to 0 deg
0.001,0.0017,0.0009,15,True,2,3,3.119767947315862,4.0280206084434567e-07,-0.020420683283329234,-0.0001851199566563414,-0.0007271833838579318,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,4,21860.35719960482,4.0000012837673016e-07,-0.14932131283493247,0.00018509410383316007,0.45121579760363045,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,0,26911.19661852148,4.0000009579968715e-07,-0.15040610889038838,0.00035531430024434167,0.5069084402208148,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,2,26838.73069169676,4.00000134051083e-07,-0.15070334328622656,-0.00019190635489511174,0.5063492287809699,-90 to 0 deg
0.001,0.0017,0.0009,15,True,4,5,2.6838869692040777,4.0278078372917164e-07,-0.02091359290387818,-0.00027773070541742365,0.00011793887613949923,-90 to 0 deg
0.001,0.0017,0.0009,15,False,4,3,1423.7100710927623,4.0276230829517483e-07,-0.021388460963299258,0.0023257045580654416,0.01759683433404159,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,3,24305.229664011356,4.0000728951565064e-07,-0.1515376546200283,0.0025193279640114406,0.5264916045017404,-90 to 0 deg
0.001,0.0017,0.0009,15,False,1,5,20058.776853837786,4.00008465291836e-07,-0.153948055244781,0.004742426990652555,0.5121825584066257,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,1,1678.8243624345994,4.028002567309988e-07,-0.020567308568964056,-0.004463255600865978,-0.027625472413450806,-90 to 0 deg
0.001,0.0017,0.0009,15,False,2,5,1352.8716480478072,4.027965703429188e-07,-0.020600940799951378,-0.0027805213505524224,-0.01715515120855117,-90 to 0 deg
0.001,0.0017,0.0009,15,True,0,1,2.850309540450324,4.0279995572133276e-07,-0.020470717409292297,-0.0007182022100609963,-0.0022462291466051644,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,2,38917.633493124275,4.0000009730416944e-07,-0.15006007763926157,-0.0005584736023420482,-0.019856696167596576,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,3,1502.7579323407963,4.0278443614071553e-07,-0.021050683248376827,0.007150057850394679,0.04784217489486893,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,4,39471.68385232101,4.0000013322848877e-07,-0.15052684179860365,-0.0005402002017280539,-0.020491624145776006,-90 to 90 deg
0.001,0.0017,0.0009,15,False,1,3,47018.83611612555,4.000220020641412e-07,-0.14455969176735414,0.00906965371066632,0.1962334767013459,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,0,54218.9540887797,4.000001061940483e-07,-0.14985466212908574,0.0005931148333737404,-0.06814471200278353,-90 to 90 deg
0.001,0.0017,0.0009,15,True,2,3,3.1812466560070627,4.028145511277162e-07,-0.020131684325240568,-3.887292807879094e-05,-0.001198761177321134,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,4,54753.90496798417,4.0000005889626174e-07,-0.150446229735127,3.165678958258622e-05,-0.06953253627928517,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,0,57238.62201758243,4.0000017466106377e-07,-0.14952214129665253,0.0007801158495490443,0.051904904404560026,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,2,57027.416676151726,4.00000047735798e-07,-0.1496600996864347,0.00011189056277555775,0.05115199564355571,-90 to 90 deg
0.001,0.0017,0.0009,15,True,4,5,1.3568101327110889,4.028419811691113e-07,-0.01950020814647602,0.000318587258337314,-0.0010698312952061298,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,1,1484.4809250497956,4.028005543196443e-07,-0.020687068992965466,-0.007392179028068612,-0.04888304344615308,-90 to 90 deg
0.001,0.0017,0.0009,15,False,3,1,19903.298629456865,4.000160087269277e-07,-0.14922902157352297,-0.008642648142948439,0.20866902756575345,-90 to 90 deg
0.001,0.0017,0.0009,15,True,0,1,2.1786327101114775,4.028245537981827e-07,-0.019901318513194204,0.0003596325913061448,-0.0005124523584554445,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,2,27485.194004948793,4.0000004973977195e-07,-0.14989803229939874,-0.00011133030900678426,0.18978073975379153,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,4,27334.321203566295,4.000000587054914e-07,-0.14980766875399695,0.0003260620626913586,0.1919437181007634,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,0,23040.975030166537,4.000000497656665e-07,-0.15006856295550627,0.00013512461032592283,0.3417127697140489,-90 to 90 deg
0.001,0.0017,0.0009,15,True,2,3,3.7298924939377134,4.0282582169509106e-07,-0.01987253973349963,0.00043735734458301667,0.0007788554482425121,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,4,23319.002873136917,4.0000011297090693e-07,-0.1498361720779389,0.000550733788532374,0.34407783266788106,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,0,44261.830391823525,4.000000806703467e-07,-0.15047650945815583,-0.0002410087356287936,0.106224429376203,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,2,44103.396398036224,4.000001558876917e-07,-0.15052664643835406,-0.000574395042212167,0.10642648619528403,-90 to 90 deg
0.001,0.0017,0.0009,15,True,4,5,3.506113721567647,4.028150878408732e-07,-0.020119590932092427,-0.0001281360977801781,0.001162348325477296,-90 to 90 deg
0.001,0.0017,0.0009,15,True,0,1,2.8800365321550117,4.028019570460445e-07,-0.020423357495580205,0.0004571191864631822,0.001561595151276565,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,2,65214.704490892545,4.0000005493709316e-07,-0.1503218893796783,8.925358891525477e-05,-0.15203606248464357,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,4,65961.25390988888,4.0000006903626177e-07,-0.14985054814021312,0.0003211582721298647,-0.15387844506908385,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,0,25334.539670430317,4.000000570702215e-07,-0.1498726233416245,0.00033034849223358587,0.30432770334644715,-90 to 90 deg
0.001,0.0017,0.0009,15,True,2,3,1.744333785741607,4.028144524086211e-07,-0.020133730005150553,-6.14462482076295e-05,0.0011594406436681052,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,4,25167.245316043492,4.000000971589858e-07,-0.14972743893765614,0.0005968020821758568,0.3009595336699423,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,0,24980.062872349787,4.000001174656435e-07,-0.1505925991436541,-0.0002950314184780341,-0.16041039370535007,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,2,25052.86681019109,4.000000934709463e-07,-0.150533284936612,-0.0003496501179904974,-0.16193617166648805,-90 to 90 deg
0.001,0.0017,0.0009,15,True,4,5,3.449015717651577,4.0281051100484904e-07,-0.020225401792506273,0.00036660423438500585,0.0003135010475265613,-90 to 90 deg
0.001,0.0017,0.0009,15,True,0,1,3.087430607221246,4.028177067128315e-07,-0.020058982096015948,0.0002507147205209214,9.349703520194574e-05,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,2,45473.11938386283,4.0000004991801346e-07,-0.15024591870642356,-1.2690589652230945e-05,0.10080451816410155,-90 to 90 deg
0.001,0.0017,0.0009,15,False,0,4,44776.19737728678,4.0000008284157664e-07,-0.15049028226714103,-2.2117362036051174e-05,0.10189617454751514,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,0,16791.925036647346,4.0000006093813016e-07,-0.14964251118282929,6.323539890681982e-05,0.11997990046955014,-90 to 90 deg
0.001,0.0017,0.0009,15,True,2,3,1.7399123123877758,4.0281041142485034e-07,-0.02022900867023158,0.0007480827592012398,-0.0008388421958761046,-90 to 90 deg
0.001,0.0017,0.0009,15,False,2,4,17142.582863370644,4.000000466156199e-07,-0.1502583479278546,-8.798309666678607e-05,0.12209704385432278,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,0,32595.582475713432,4.000001970544143e-07,-0.14921288814090108,-0.0005990441405083169,-0.37505512056360085,-90 to 90 deg
0.001,0.0017,0.0009,15,False,4,2,31900.649324874455,4.000000733894301e-07,-0.14954760614892354,-0.00020667940934398306,-0.37402959346545084,-90 to 90 deg
