sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta,movement_name
0.001,0.0017,0.0009,15,False,0,2,1769.1048866862723,4.00000061367903e-07,-0.1497604124905634,0.00020942509452134708,0.023737052080688104,-15 to 15 deg
0.001,0.0017,0.0009,15,False,0,4,1766.7072734749984,4.000001220254473e-07,-0.14946229114587029,-0.0004359095163024171,0.02382215183949229,-15 to 15 deg
0.001,0.0017,0.0009,15,False,2,0,1158.1700864514166,4.0000005987946545e-07,-0.15022273509017284,-0.00020503295458199617,-0.013743644036731404,-15 to 15 deg
0.001,0.0017,0.0009,15,True,2,3,1.4883547102644252,4.0282870088647304e-07,-0.019807506289189456,-0.0006929429597449148,0.00016086149530935683,-15 to 15 deg
0.001,0.0017,0.0009,15,False,2,4,1166.005131488708,4.0000013043442385e-07,-0.14968513924218785,-0.0006362455896028167,-0.014207020874427621,-15 to 15 deg
0.001,0.0017,0.0009,15,False,4,0,1929.244169572818,4.000001174904183e-07,-0.15052872109635296,0.0004126943893760828,0.006528866774492342,-15 to 15 deg
0.001,0.0017,0.0009,15,False,4,2,1963.4632397463276,4.0000012401271884e-07,-0.15029782378095116,0.0006113741169749583,0.005980389863335907,-15 to 15 deg
0.001,0.0017,0.0009,15,True,4,5,0.9210451903479135,4.0279050304192267e-07,-0.020687203911662823,-3.6819315041044793e-05,-7.01121993707771e-05,-15 to 15 deg
0.001,0.0017,0.0009,15,False,1,3,4437.998079980128,4.000052983969267e-07,-0.1501372080897567,0.0015278846128307486,-0.02698119088074835,-15 to 15 deg
0.001,0.0017,0.0009,15,False,2,1,1803.4326587030469,4.027964232268792e-07,-0.020596324838155,-0.0017113662122303023,-0.01175405171365719,-15 to 15 deg
0.001,0.0017,0.0009,15,False,3,1,2710.9128394743716,4.0000532678858183e-07,-0.15031464151585647,-0.0015612764313152729,-0.0714630860845994,-15 to 15 deg
0.001,0.0017,0.0009,15,False,4,3,849.723286931991,4.0280778231560844e-07,-0.020437945809412775,0.005945881687787602,0.03701936355236061,-15 to 15 deg
0.001,0.0017,0.0009,15,False,0,3,1618.173693588734,4.0281343119696343e-07,-0.020191147780736413,-0.0007660518901308424,-0.0033903940468602606,-15 to 15 deg
0.001,0.0017,0.0009,15,False,2,5,811.6978953815046,4.027999926997315e-07,-0.02054229556134337,-0.003943195038568741,-0.0230977133835595,-15 to 15 deg
0.001,0.0017,0.0009,15,False,3,5,1632.8500120478202,4.000049843988104e-07,-0.15030907440626032,-0.004129978861433266,-0.07104968590175244,-15 to 15 deg
0.001,0.0017,0.0009,15,False,5,3,1310.4296823815318,4.0000500212998623e-07,-0.14982661413156725,0.004151708663255938,0.03684254222091198,-15 to 15 deg
0.001,0.0017,0.0009,15,False,0,5,801.7304864600948,4.027988344226116e-07,-0.02051005776723538,0.00020701078447496886,0.002385308081854594,-15 to 15 deg
0.001,0.0017,0.0009,15,False,1,5,3437.7479402301956,4.000023761511558e-07,-0.15040623113283216,0.0005533596819613197,-0.060072094996859525,-15 to 15 deg
0.001,0.0017,0.0009,15,False,4,1,780.4520959953314,4.027975888532832e-07,-0.02054039938865716,-0.0004042224430592833,-0.0021959899736726995,-15 to 15 deg
