sigma_pos,sigma_theta,sigma_encoder,k,connected,limb_id,child_id,cost_per_obs,cov_trace,cj_x,cj_y,cj_theta,n_obs
0.05,0.09,0.009,20,False,0,4,28.629401713725418,0.000502252908123345,-0.04730759658450039,-0.005112287391153192,-0.0001012647958817008,20
0.05,0.09,0.009,20,False,6,1,23.07783134648304,0.0005036383544643837,-0.01896456719929643,-0.014189214931393915,0.0004689280447028251,20
0.05,0.09,0.009,20,False,6,3,18.71395274254673,0.0005001429306571844,-0.1353691818123196,0.0016622637980149224,-5.121695166601595e-05,20
0.05,0.09,0.009,20,True,3,4,1.0609361698472826,0.0005029522515181903,-0.03180118803331496,0.005805585564861891,5.000181253914784e-05,20
0.05,0.09,0.009,20,False,3,6,5.9772990522170755,0.0005001438694742626,-0.16209812722467212,0.008664703565309354,0.00015016793176957107,20
0.05,0.09,0.009,20,False,1,4,17.10914549936951,0.0005002507914867939,-0.13025715746759256,0.01887902849810747,-0.0003605897000045518,20
0.05,0.09,0.009,20,False,3,7,32.80686104947897,0.0005017583673374102,-0.06072698339974186,-0.01325715772296832,-0.0003989632793107511,20
0.05,0.09,0.009,20,False,6,4,45.00068717314601,0.000501882970416112,-0.05675594354962294,-0.00788959694481085,0.0005918703767113631,20
0.05,0.09,0.009,20,False,7,1,29.819847434422968,0.0005004325525233371,-0.12824627849518805,0.03413374163914304,9.625695825943665e-05,20
0.05,0.09,0.009,20,False,3,0,10.736335448479755,0.0005001072129464203,-0.1443435142188276,0.0030889250243184827,0.00035196559102759203,20
0.05,0.09,0.009,20,False,4,1,21.30397921414387,0.000500107866548787,-0.1433130649155194,-0.0001550769076017863,0.00019936670239698644,20
0.05,0.09,0.009,20,False,6,0,19.911587131741406,0.0005001476688330045,-0.14078195688861012,-0.012454612599219289,-0.00010778519538507253,20
0.05,0.09,0.009,20,False,1,7,35.7832614192226,0.0005002069660026278,-0.15889547183790645,-0.021260338505300156,-0.00046621459839920546,20
0.05,0.09,0.009,20,False,7,4,25.124040865242755,0.0005001988024026399,-0.1307575239363766,0.010984946790668478,0.00010768156085808675,20
0.05,0.09,0.009,20,False,0,3,26.41348887357234,0.0005001452915768145,-0.13533563566514153,-0.003657436873833256,-0.0006534882808622854,20
0.05,0.09,0.009,20,True,4,5,1.1698242030982076,0.0005028244021235596,-0.036049917172952396,-0.019813455619555234,1.2709097852308516e-05,20
0.05,0.09,0.009,20,True,0,1,1.3699176780458049,0.0005029572354634485,-0.031758933234761845,-0.006940660779496412,5.0905362353404594e-05,20
0.05,0.09,0.009,20,True,6,7,1.2057777841463193,0.0005035671064475701,-0.020132573957242734,-0.012520171563812603,1.8138262357220514e-05,20
0.05,0.09,0.009,20,False,0,6,24.468240206146284,0.0005001460461603842,-0.13884738290309237,0.010380106335867072,-0.0007495051612406126,20
0.05,0.09,0.009,20,False,4,7,19.114768001530358,0.0005002823750192805,-0.12012555766182632,0.0029526175992407,0.0004927381835885615,20
0.05,0.09,0.009,20,True,7,8,1.009359493131165,0.0005029142374755158,-0.03712291747329957,0.032815566688086086,1.3883638464258842e-05,20
0.05,0.09,0.009,20,True,1,2,0.9209470082639845,0.0005047439263995181,0.0008247613804444865,-0.007063635381118975,-2.0823900286158276e-05,20
0.05,0.09,0.009,20,False,3,5,11.699485082791394,0.0005081101087451546,0.04823920579786707,-0.004471243305456576,0.0002898259816473993,20
0.05,0.09,0.009,20,False,0,7,16.74186081258879,0.0005020299870525029,-0.052680210115304174,0.0026634180163135394,-0.0005508832270390007,20
0.05,0.09,0.009,20,True,3,4,0.8245215836961464,0.0005032728905397296,-0.02597077409807209,0.013966935740585138,8.14455738678143e-06,20
0.05,0.09,0.009,20,False,0,2,17.265498068970775,0.0005071656317691698,0.03559749871052693,-0.015394388663017856,0.0005484686685541946,20
0.05,0.09,0.009,20,False,3,1,30.693077857529982,0.0005017993358225282,-0.05873089219416989,0.003997952036057849,0.0004935839983627597,20
0.05,0.09,0.009,20,False,6,3,20.64732306770871,0.0005003132486332018,-0.1286259205305938,-0.024410341688183925,0.00043946068164238254,20
0.05,0.09,0.009,20,False,7,0,33.29230127893838,0.0005006575788578484,-0.1988026605961286,0.018989480556296973,0.0002316595536307211,20
0.05,0.09,0.009,20,False,0,3,14.280788726006497,0.0005002679915420368,-0.12432948489741569,0.013101360754047385,-0.00041076012245893387,20
0.05,0.09,0.009,20,True,4,5,1.3172650752073136,0.00050302775924692,-0.0315937837567548,-0.018847142886598656,2.3641114158676442e-05,20
0.05,0.09,0.009,20,False,7,2,7.4610716866593325,0.0005037396543682963,-0.01685299868372497,-0.011871535212751798,9.72743827497444e-05,20
0.05,0.09,0.009,20,False,0,4,21.532420598245523,0.0005028569410523401,-0.0339271971858846,-0.007981063304803767,-0.00046659730234725955,20
0.05,0.09,0.009,20,False,3,0,27.37052673009266,0.0005001322722644195,-0.16129459768610546,-0.0060781410740523385,0.0004182560088297979,20
0.05,0.09,0.009,20,False,1,3,36.775886749949,0.0005006534063381333,-0.19326568711711845,0.029156590655728058,-0.0005646347053606144,20
0.05,0.09,0.009,20,False,3,6,26.493379850662592,0.0005002215349461592,-0.1256551517531112,0.0031453098103004645,0.000332420504320265,20
0.05,0.09,0.009,20,True,0,1,0.8443765270199324,0.0005029887078623202,-0.030910484530942722,0.0011295945028213796,-2.2583536904968225e-05,20
0.05,0.09,0.009,20,False,4,3,28.38147253762454,0.0005008265290836608,-0.20905230391085153,0.009178362984196888,-1.1819724818984212e-05,20
0.05,0.09,0.009,20,False,6,0,20.012606270206145,0.0005003378788809904,-0.11743710579323097,-0.010641948800322598,1.4589866772815012e-06,20
0.05,0.09,0.009,20,False,6,1,24.51374188526692,0.0005024353002806177,-0.043055040520027545,-0.005495426336696742,0.0005462333340782233,20
0.05,0.09,0.009,20,True,6,7,1.3663929857473929,0.0005028446081193961,-0.033914146105478195,-0.0006589960260673082,1.9914507986701897e-05,20
0.05,0.09,0.009,20,False,7,1,25.997026496464514,0.0005001312976473523,-0.1392877847099336,0.006706476878149945,-0.00028493151749699706,20
0.05,0.09,0.009,20,False,3,7,31.269720453724638,0.0005019441228024721,-0.05570256696362135,-0.012780731141147658,0.00016791814819198275,20
0.05,0.09,0.009,20,False,7,3,36.0521234038251,0.0005005009756782624,-0.19353547341324193,0.0088639379881339,0.0007301376805103778,20
0.05,0.09,0.009,20,False,1,7,38.61466423786882,0.0005001263623203468,-0.13840842326032812,-0.0010461134068655085,-0.0004333455833813038,20
0.05,0.09,0.009,20,False,4,0,40.95788080139837,0.0005005484296011017,-0.19417547652783254,0.01598041406036091,-0.0002580872989556378,20
0.05,0.09,0.009,20,False,5,4,30.235423162874024,0.0005004661838688063,-0.18947540847731673,-0.015649471337120954,-2.3275800239901027e-05,20
0.05,0.09,0.009,20,False,0,6,10.303714585942524,0.0005003846577092132,-0.11484173875574796,-0.012926307737572033,1.823208452011e-05,20
